"","SampleID","Site","Treatment","TREATMENT_PHASE","inctime_hours","DryMass_SoilOnly_g","CO2_flux_mgC_hr","cumCO2_flux_mgC_gSoil","CO2_flux_mgC_gSoil_hr"
"4254","D20","DWP","field moist","FIELD_MOIST_INCUBATION",552.36,387.1,1.47075019633749,3.62492761829882,0.00379940634548563
"4255","D16","DWP","field moist","FIELD_MOIST_INCUBATION",456.19,NA,1.69274967017782,NA,NA
"4256","D17","DWP","field moist","FIELD_MOIST_INCUBATION",552.84,318.25,5.113207577746,18.0069513126505,0.0160666381076072
"4257","D18","DWP","field moist","FIELD_MOIST_INCUBATION",552.84,461.79,1.60120029216702,3.2189380580327,0.00346737757891471
"4258","D19","DWP","field moist","FIELD_MOIST_INCUBATION",552.84,457.99,1.51256074267545,3.22511565631564,0.00330260648196565
"4259","D20","DWP","field moist","FIELD_MOIST_INCUBATION",552.84,387.1,1.29489324950097,3.62653327254775,0.00334511301860236
"4260","D16","DWP","field moist","FIELD_MOIST_INCUBATION",456.68,NA,1.24321626619596,NA,NA
"4261","D17","DWP","field moist","FIELD_MOIST_INCUBATION",553.33,318.25,4.38066826419337,18.0136960964666,0.013764864930694
"4262","D18","DWP","field moist","FIELD_MOIST_INCUBATION",553.33,461.79,1.77076484836252,3.22081699602551,0.00383456733225604
"4263","D19","DWP","field moist","FIELD_MOIST_INCUBATION",553.32,457.99,1.52162024790726,3.22671040231227,0.0033223874929742
"4264","D20","DWP","field moist","FIELD_MOIST_INCUBATION",553.32,387.1,1.98048116258294,3.62898904872456,0.00511620036833618
"4265","D16","DWP","field moist","FIELD_MOIST_INCUBATION",457.16,NA,1.33653726133539,NA,NA
"4266","D17","DWP","field moist","FIELD_MOIST_INCUBATION",553.81,318.25,5.35214684377312,18.0217684624839,0.0168174292027435
"4267","D18","DWP","field moist","FIELD_MOIST_INCUBATION",553.81,461.79,1.70293919342888,3.2225870880865,0.00368769179373498
"4268","D19","DWP","field moist","FIELD_MOIST_INCUBATION",553.81,457.99,1.45806200121241,3.22827037170154,0.00318361099852052
"4269","D20","DWP","field moist","FIELD_MOIST_INCUBATION",553.81,387.1,1.0699878361066,3.63034346370697,0.00276411220900697
"4270","D16","DWP","field moist","FIELD_MOIST_INCUBATION",457.64,NA,1.25305325202411,NA,NA
"4271","D17","DWP","field moist","FIELD_MOIST_INCUBATION",554.29,318.25,5.36138312708897,18.0298547591092,0.0168464513027148
"4272","D18","DWP","field moist","FIELD_MOIST_INCUBATION",554.29,461.79,1.32957452622265,3.22396909240142,0.00287917565608318
"4273","D19","DWP","field moist","FIELD_MOIST_INCUBATION",554.29,457.99,1.31703424062064,3.22965069973381,0.00287568340055599
"4274","D20","DWP","field moist","FIELD_MOIST_INCUBATION",554.29,387.1,1.40122486876747,3.63208096806504,0.00361980074597641
"4275","D16","DWP","field moist","FIELD_MOIST_INCUBATION",458.12,NA,1.67874181959859,NA,NA
"4276","D17","DWP","field moist","FIELD_MOIST_INCUBATION",554.77,318.25,3.97139971924036,18.0358446157164,0.0124788679316272
"4277","D18","DWP","field moist","FIELD_MOIST_INCUBATION",554.77,461.79,1.34849917765098,3.22537076763318,0.00292015673282441
"4278","D19","DWP","field moist","FIELD_MOIST_INCUBATION",554.77,457.99,1.25561818689394,3.23096666019082,0.00274158428545151
"4279","D20","DWP","field moist","FIELD_MOIST_INCUBATION",554.77,387.1,1.45347465904448,3.63388326162314,0.0037547782460462
"4280","D16","DWP","field moist","FIELD_MOIST_INCUBATION",458.61,NA,1.65675601918857,NA,NA
"4281","D17","DWP","field moist","FIELD_MOIST_INCUBATION",555.26,318.25,3.99811299434867,18.042000390633,0.0125628059523917
"4282","D18","DWP","field moist","FIELD_MOIST_INCUBATION",555.26,461.79,1.57294335433956,3.22703979953865,0.00340618756218099
"4283","D19","DWP","field moist","FIELD_MOIST_INCUBATION",555.26,457.99,1.45733579292759,3.23252585261541,0.00318202535629074
"4284","D20","DWP","field moist","FIELD_MOIST_INCUBATION",555.26,387.1,1.33026939318887,3.63556714693097,0.00343650062823268
"4285","D16","DWP","field moist","FIELD_MOIST_INCUBATION",459.09,NA,1.10430792731877,NA,NA
"4286","D17","DWP","field moist","FIELD_MOIST_INCUBATION",555.74,318.25,5.32840455932955,18.0500369473918,0.0167428265807684
"4287","D18","DWP","field moist","FIELD_MOIST_INCUBATION",555.74,461.79,1.32037543647412,3.22841224201143,0.00285925515163629
"4288","D19","DWP","field moist","FIELD_MOIST_INCUBATION",555.74,457.99,1.27960294467145,3.23386695048532,0.0027939538956559
"4289","D20","DWP","field moist","FIELD_MOIST_INCUBATION",555.74,387.1,1.33071324768736,3.63721721760752,0.00343764724279866
"4290","D16","DWP","field moist","FIELD_MOIST_INCUBATION",459.57,NA,1.20942027244885,NA,NA
"4291","D17","DWP","field moist","FIELD_MOIST_INCUBATION",556.22,318.25,4.69181771200732,18.0571133731633,0.0147425536905179
"4292","D18","DWP","field moist","FIELD_MOIST_INCUBATION",556.22,461.79,1.58890503182939,3.23006380314372,0.00344075235892805
"4293","D19","DWP","field moist","FIELD_MOIST_INCUBATION",556.22,457.99,1.29328634124336,3.23522238934599,0.00282383095972262
"4294","D20","DWP","field moist","FIELD_MOIST_INCUBATION",556.22,387.1,1.43414769422103,3.63899554592895,0.00370485066964875
"4295","D16","DWP","field moist","FIELD_MOIST_INCUBATION",460.05,NA,1.68089127619076,NA,NA
"4296","D17","DWP","field moist","FIELD_MOIST_INCUBATION",556.71,318.25,4.34630460758189,18.0638052482857,0.0136568880049706
"4297","D18","DWP","field moist","FIELD_MOIST_INCUBATION",556.7,461.79,1.37127322116578,3.23148915047943,0.00296947361607177
"4298","D19","DWP","field moist","FIELD_MOIST_INCUBATION",556.7,457.99,1.40779427792193,3.2366978391449,0.00307385374772796
"4299","D20","DWP","field moist","FIELD_MOIST_INCUBATION",556.7,387.1,1.40413212957723,3.64073665526038,0.00362731110714862
"4300","D16","DWP","field moist","FIELD_MOIST_INCUBATION",460.54,NA,1.22484016635966,NA,NA
"4301","D17","DWP","field moist","FIELD_MOIST_INCUBATION",557.19,318.25,4.95161939894632,18.0712735194923,0.0155588983470426
"4302","D18","DWP","field moist","FIELD_MOIST_INCUBATION",557.19,461.79,1.48477107348466,3.23306462380282,0.00321525168038429
"4303","D19","DWP","field moist","FIELD_MOIST_INCUBATION",557.19,457.99,1.08273476977389,3.23785624879836,0.00236410133359656
"4304","D20","DWP","field moist","FIELD_MOIST_INCUBATION",557.19,387.1,1.39222566641993,3.64249896623053,0.00359655300030982
"4305","D16","DWP","field moist","FIELD_MOIST_INCUBATION",461.02,NA,1.49827290362932,NA,NA
"4306","D17","DWP","field moist","FIELD_MOIST_INCUBATION",557.67,318.25,3.79549197429404,18.0769980635541,0.0119261334620394
"4307","D18","DWP","field moist","FIELD_MOIST_INCUBATION",557.67,461.79,1.55679746135857,3.23468281125047,0.00337122384927904
"4308","D19","DWP","field moist","FIELD_MOIST_INCUBATION",557.67,457.99,1.10463491138818,3.23901397005312,0.00241191928074451
"4309","D20","DWP","field moist","FIELD_MOIST_INCUBATION",557.67,387.1,1.29872222788622,3.64410936837309,0.00335500446366887
"4310","D16","DWP","field moist","FIELD_MOIST_INCUBATION",461.5,NA,1.16074997287573,NA,NA
"4311","D17","DWP","field moist","FIELD_MOIST_INCUBATION",558.15,318.25,4.70404122615347,18.0840929254191,0.014780962218864
"4312","D18","DWP","field moist","FIELD_MOIST_INCUBATION",558.15,461.79,1.42385260580147,3.23616281136045,0.003083333562445
"4313","D19","DWP","field moist","FIELD_MOIST_INCUBATION",558.15,457.99,1.3047445386083,3.24038141776711,0.00284884940415358
"4314","D20","DWP","field moist","FIELD_MOIST_INCUBATION",558.15,387.1,1.3019198829557,3.6457237355749,0.00336326500376052
"4315","D16","DWP","field moist","FIELD_MOIST_INCUBATION",461.99,NA,1.22421552815815,NA,NA
"4316","D17","DWP","field moist","FIELD_MOIST_INCUBATION",558.64,318.25,5.2539559007023,18.0921822840722,0.0165088952103764
"4317","D18","DWP","field moist","FIELD_MOIST_INCUBATION",558.64,461.79,1.32350040046394,3.23756716224771,0.00286602221889591
"4318","D19","DWP","field moist","FIELD_MOIST_INCUBATION",558.63,457.99,1.395860091355,3.24184435984849,0.00304779600287124
"4319","D20","DWP","field moist","FIELD_MOIST_INCUBATION",558.63,387.1,1.22101550332285,3.64723778218196,0.00315426376471931
"4320","D16","DWP","field moist","FIELD_MOIST_INCUBATION",462.47,NA,1.2697304721881,NA,NA
"4321","D17","DWP","field moist","FIELD_MOIST_INCUBATION",559.12,318.25,4.80828058717584,18.0994343647693,0.0151085014522414
"4322","D18","DWP","field moist","FIELD_MOIST_INCUBATION",559.12,461.79,1.36160769259999,3.23898246290915,0.00294854304467396
"4323","D19","DWP","field moist","FIELD_MOIST_INCUBATION",559.12,457.99,1.35671018622436,3.24329589370567,0.00296231399424521
"4324","D20","DWP","field moist","FIELD_MOIST_INCUBATION",559.12,387.1,1.01562017765616,3.64852337734355,0.00262366359508178
"4325","D16","DWP","field moist","FIELD_MOIST_INCUBATION",462.95,NA,1.59634566385169,NA,NA
"4326","D17","DWP","field moist","FIELD_MOIST_INCUBATION",559.6,318.25,4.34575976421302,18.1059888492526,0.0136551760069537
"4327","D18","DWP","field moist","FIELD_MOIST_INCUBATION",559.6,461.79,1.70903847152548,3.24075889476417,0.0037008996979698
"4328","D19","DWP","field moist","FIELD_MOIST_INCUBATION",559.6,457.99,1.20280513587479,3.24455650303168,0.00262626942919014
"4329","D20","DWP","field moist","FIELD_MOIST_INCUBATION",559.6,387.1,1.36668033432603,3.65021804683587,0.00353056144233023
"4330","D16","DWP","field moist","FIELD_MOIST_INCUBATION",463.43,NA,1.17286378216595,NA,NA
"4331","D17","DWP","field moist","FIELD_MOIST_INCUBATION",560.08,318.25,4.95140564124356,18.1134567980595,0.0155582266810481
"4332","D18","DWP","field moist","FIELD_MOIST_INCUBATION",560.08,461.79,1.25926250078107,3.24206781440378,0.00272691591585152
"4333","D19","DWP","field moist","FIELD_MOIST_INCUBATION",560.08,457.99,1.21173323766693,3.24582646952457,0.00264576352686069
"4334","D20","DWP","field moist","FIELD_MOIST_INCUBATION",560.08,387.1,1.16877175868212,3.65166731173943,0.00301930188241312
"4335","D16","DWP","field moist","FIELD_MOIST_INCUBATION",463.92,NA,1.48004653081698,NA,NA
"4336","D17","DWP","field moist","FIELD_MOIST_INCUBATION",560.57,318.25,4.14359137099851,18.1198365616786,0.0130199257533339
"4337","D18","DWP","field moist","FIELD_MOIST_INCUBATION",560.57,461.79,1.28013355023052,3.24342614923046,0.00277211189118543
"4338","D19","DWP","field moist","FIELD_MOIST_INCUBATION",560.57,457.99,1.30998530614575,3.24722801278974,0.00286029237788106
"4339","D20","DWP","field moist","FIELD_MOIST_INCUBATION",560.57,387.1,1.28793856248454,3.65329761371726,0.00332714689352761
"4340","D16","DWP","field moist","FIELD_MOIST_INCUBATION",464.4,NA,1.22505893674423,NA,NA
"4341","D17","DWP","field moist","FIELD_MOIST_INCUBATION",561.05,318.25,4.65302736416012,18.1268544819765,0.0146206672872274
"4342","D18","DWP","field moist","FIELD_MOIST_INCUBATION",561.05,461.79,1.20596025203472,3.24467966472664,0.00261149061702228
"4343","D19","DWP","field moist","FIELD_MOIST_INCUBATION",561.05,457.99,1.27946546762464,3.24856896657576,0.0027936537208774
"4344","D20","DWP","field moist","FIELD_MOIST_INCUBATION",561.05,387.1,1.39191044671386,3.65502356828823,0.00359573868952173
"4345","D16","DWP","field moist","FIELD_MOIST_INCUBATION",464.88,NA,1.3899400009391,NA,NA
"4346","D17","DWP","field moist","FIELD_MOIST_INCUBATION",561.53,318.25,3.98039443125687,18.1328579048422,0.0125071309701708
"4347","D18","DWP","field moist","FIELD_MOIST_INCUBATION",561.53,461.79,1.40354617208932,3.24613855764897,0.00303936025485463
"4348","D19","DWP","field moist","FIELD_MOIST_INCUBATION",561.53,457.99,1.27219148886957,3.24990229681148,0.00277777132441663
"4349","D20","DWP","field moist","FIELD_MOIST_INCUBATION",561.53,387.1,1.26902149893602,3.6565971418338,0.0032782782199329
"4350","D16","DWP","field moist","FIELD_MOIST_INCUBATION",465.36,NA,1.58358942914068,NA,NA
"4351","D17","DWP","field moist","FIELD_MOIST_INCUBATION",562.01,318.25,3.7702153796904,18.1385443255248,0.0118467097555079
"4352","D18","DWP","field moist","FIELD_MOIST_INCUBATION",562.01,461.79,1.50895639154086,3.24770701748556,0.00326762465956574
"4353","D19","DWP","field moist","FIELD_MOIST_INCUBATION",562.01,457.99,1.27476955650224,3.25123832901113,0.00278340041595284
"4354","D20","DWP","field moist","FIELD_MOIST_INCUBATION",562.01,387.1,1.33938024203231,3.65825795949377,0.00346003679161022
"4355","D16","DWP","field moist","FIELD_MOIST_INCUBATION",465.85,NA,1.62676001600582,NA,NA
"4356","D17","DWP","field moist","FIELD_MOIST_INCUBATION",562.5,318.25,4.22433976580042,18.1450484150307,0.01327365205279
"4357","D18","DWP","field moist","FIELD_MOIST_INCUBATION",562.5,461.79,1.38749217473677,3.2491792693005,0.00300459554069332
"4358","D19","DWP","field moist","FIELD_MOIST_INCUBATION",562.5,457.99,1.02057207645276,3.2523302312742,0.00222837196544196
"4359","D20","DWP","field moist","FIELD_MOIST_INCUBATION",562.5,387.1,1.1209386078032,3.6596768691239,0.00289573393904211
"4360","D16","DWP","field moist","FIELD_MOIST_INCUBATION",466.33,NA,1.63493277156114,NA,NA
"4361","D17","DWP","field moist","FIELD_MOIST_INCUBATION",562.98,318.25,3.74449551508664,18.150696043773,0.0117658932131552
"4362","D18","DWP","field moist","FIELD_MOIST_INCUBATION",562.98,461.79,1.36647086019454,3.2505996249013,0.00295907416833309
"4363","D19","DWP","field moist","FIELD_MOIST_INCUBATION",562.98,457.99,1.40944764088553,3.25380741389309,0.00307746378935246
"4364","D20","DWP","field moist","FIELD_MOIST_INCUBATION",562.98,387.1,1.1902886010249,3.66115281468962,0.00307488659525938
"4365","D16","DWP","field moist","FIELD_MOIST_INCUBATION",466.81,NA,1.28477446925417,NA,NA
"4366","D17","DWP","field moist","FIELD_MOIST_INCUBATION",563.46,318.25,4.65783719045995,18.1577212184829,0.0146357806455929
"4367","D18","DWP","field moist","FIELD_MOIST_INCUBATION",563.46,461.79,1.46689638427977,3.25212436615696,0.00317654428263879
"4368","D19","DWP","field moist","FIELD_MOIST_INCUBATION",563.46,457.99,1.16854104743289,3.25503211247334,0.00255145537551668
"4369","D20","DWP","field moist","FIELD_MOIST_INCUBATION",563.46,387.1,1.29051079652724,3.66275303474215,0.00333379177609722
"4370","D16","DWP","field moist","FIELD_MOIST_INCUBATION",467.3,NA,1.57471451191786,NA,NA
"4371","D17","DWP","field moist","FIELD_MOIST_INCUBATION",563.95,318.25,3.61929192683069,18.1632937339398,0.0113724805242127
"4372","D18","DWP","field moist","FIELD_MOIST_INCUBATION",563.95,461.79,1.6186940128365,3.25384194355424,0.00350525999444878
"4373","D19","DWP","field moist","FIELD_MOIST_INCUBATION",563.94,457.99,1.24869833924537,3.25634082052993,0.0027264751178964
"4374","D20","DWP","field moist","FIELD_MOIST_INCUBATION",563.95,387.1,1.27785890309114,3.66437057765746,0.00330110799041885
"4375","D16","DWP","field moist","FIELD_MOIST_INCUBATION",467.78,NA,1.14461789569469,NA,NA
"4376","D17","DWP","field moist","FIELD_MOIST_INCUBATION",564.43,318.25,5.06715017437666,18.1709362542342,0.0159219172800523
"4377","D18","DWP","field moist","FIELD_MOIST_INCUBATION",564.43,461.79,1.19286539395981,3.25508184781614,0.0025831338789489
"4378","D19","DWP","field moist","FIELD_MOIST_INCUBATION",564.43,457.99,1.24825212301776,3.25767631593437,0.00272550082538432
"4379","D20","DWP","field moist","FIELD_MOIST_INCUBATION",564.43,387.1,1.08776592949014,3.66571939616987,0.00281003856752814
"4380","D16","DWP","field moist","FIELD_MOIST_INCUBATION",468.26,NA,1.45365540300225,NA,NA
"4381","D17","DWP","field moist","FIELD_MOIST_INCUBATION",564.91,318.25,3.9012862664262,18.1768203623501,0.0122585585747878
"4382","D18","DWP","field moist","FIELD_MOIST_INCUBATION",564.91,461.79,1.60808818621049,3.25675334856189,0.00348229322031767
"4383","D19","DWP","field moist","FIELD_MOIST_INCUBATION",564.91,457.99,1.08981724622148,3.2588185074193,0.00237956559361882
"4384","D20","DWP","field moist","FIELD_MOIST_INCUBATION",564.91,387.1,1.20488480075271,3.66721344087243,0.00311259313033508
"4385","D16","DWP","field moist","FIELD_MOIST_INCUBATION",468.74,NA,1.16603224948305,NA,NA
"4386","D17","DWP","field moist","FIELD_MOIST_INCUBATION",565.4,318.25,5.09583623567089,18.1846662688873,0.0160120541576461
"4387","D18","DWP","field moist","FIELD_MOIST_INCUBATION",565.4,461.79,1.36554429939264,3.25820231174148,0.00295706771344689
"4388","D19","DWP","field moist","FIELD_MOIST_INCUBATION",565.39,457.99,1.06969668693122,3.25993961139478,0.0023356332822359
"4389","D20","DWP","field moist","FIELD_MOIST_INCUBATION",565.39,387.1,1.92580764876155,3.66960142245705,0.00497496163462038
"4390","D16","DWP","field moist","FIELD_MOIST_INCUBATION",469.23,NA,1.62361103259253,NA,NA
"4391","D17","DWP","field moist","FIELD_MOIST_INCUBATION",565.88,318.25,3.62042144397718,18.1901267631312,0.0113760296747123
"4392","D18","DWP","field moist","FIELD_MOIST_INCUBATION",565.88,461.79,1.83445236516568,3.26010910300002,0.0039724817886175
"4393","D19","DWP","field moist","FIELD_MOIST_INCUBATION",565.88,457.99,1.27664601005497,3.26130548520191,0.00278749756556905
"4394","D20","DWP","field moist","FIELD_MOIST_INCUBATION",565.88,387.1,1.22279952100204,3.67114926995199,0.00315887243865162
"4395","D16","DWP","field moist","FIELD_MOIST_INCUBATION",469.71,NA,1.53296450095852,NA,NA
"4396","D17","DWP","field moist","FIELD_MOIST_INCUBATION",566.36,318.25,4.28957891332009,18.1965965129455,0.0134786454464103
"4397","D18","DWP","field moist","FIELD_MOIST_INCUBATION",566.36,461.79,1.59866077969314,3.26177080458353,0.00346187829899551
"4398","D19","DWP","field moist","FIELD_MOIST_INCUBATION",566.36,457.99,1.05477382393774,3.26241094915415,0.00230304990051692
"4399","D20","DWP","field moist","FIELD_MOIST_INCUBATION",566.36,387.1,1.15803138805111,3.67258521690695,0.00299155615616408
"4400","D16","DWP","field moist","FIELD_MOIST_INCUBATION",470.19,NA,1.5849381600497,NA,NA
"4401","D16","DWP","field moist","FIELD_MOIST_INCUBATION",504.31,NA,1.40754731853692,NA,NA
"4402","D17","DWP","field moist","FIELD_MOIST_INCUBATION",600.96,318.25,2.90188200365599,18.5120878478284,0.00911824667291749
"4403","D18","DWP","field moist","FIELD_MOIST_INCUBATION",600.96,461.79,1.34505560889952,3.3625502152852,0.00291269973126208
"4404","D19","DWP","field moist","FIELD_MOIST_INCUBATION",600.96,457.99,0.927435963322343,3.33247641855513,0.0020250135665022
"4405","D20","DWP","field moist","FIELD_MOIST_INCUBATION",600.96,387.1,1.11015507564547,3.77181375118061,0.00286787671311152
"4406","D16","DWP","field moist","FIELD_MOIST_INCUBATION",504.79,NA,1.43347462770854,NA,NA
"4407","D17","DWP","field moist","FIELD_MOIST_INCUBATION",601.44,318.25,4.03349336581545,18.5181713570683,0.0126739775830807
"4408","D18","DWP","field moist","FIELD_MOIST_INCUBATION",601.44,461.79,1.43873026522404,3.36404567973291,0.00311555093272709
"4409","D19","DWP","field moist","FIELD_MOIST_INCUBATION",601.44,457.99,1.01761915376359,3.33354294226483,0.00222192439521297
"4410","D20","DWP","field moist","FIELD_MOIST_INCUBATION",601.44,387.1,1.16261168646734,3.77325537765827,0.0030033884951365
"4411","D16","DWP","field moist","FIELD_MOIST_INCUBATION",505.27,NA,2.01407470447661,NA,NA
"4412","D17","DWP","field moist","FIELD_MOIST_INCUBATION",601.92,318.25,3.79327279312975,18.523892554054,0.0119191603868963
"4413","D18","DWP","field moist","FIELD_MOIST_INCUBATION",601.92,461.79,1.11791401733226,3.36520767702241,0.0024208276864641
"4414","D19","DWP","field moist","FIELD_MOIST_INCUBATION",601.92,457.99,1.25401929021706,3.33485722698569,0.00273809316844703
"4415","D20","DWP","field moist","FIELD_MOIST_INCUBATION",601.92,387.1,1.20013805803207,3.77474353644891,0.00310033081382608
"4416","D16","DWP","field moist","FIELD_MOIST_INCUBATION",505.75,NA,1.89778479376887,NA,NA
"4417","D17","DWP","field moist","FIELD_MOIST_INCUBATION",602.41,318.25,3.21920389979272,18.52884906595,0.0101153303999771
"4418","D18","DWP","field moist","FIELD_MOIST_INCUBATION",602.41,461.79,1.42729975736219,3.36672216820045,0.0030907983225323
"4419","D19","DWP","field moist","FIELD_MOIST_INCUBATION",602.4,457.99,1.15144545614242,3.33606400839783,0.00251412794196908
"4420","D20","DWP","field moist","FIELD_MOIST_INCUBATION",602.4,387.1,1.26091338993023,3.77630705602309,0.00325733244621605
"4421","D16","DWP","field moist","FIELD_MOIST_INCUBATION",506.24,NA,1.67016277752325,NA,NA
"4422","D17","DWP","field moist","FIELD_MOIST_INCUBATION",602.89,318.25,2.98470821441882,18.533350746839,0.00937850185206227
"4423","D18","DWP","field moist","FIELD_MOIST_INCUBATION",602.89,461.79,1.17857090726582,3.36794721429389,0.00255217936132401
"4424","D19","DWP","field moist","FIELD_MOIST_INCUBATION",602.89,457.99,1.16003238083628,3.33730511817449,0.0025328770952123
"4425","D20","DWP","field moist","FIELD_MOIST_INCUBATION",602.89,387.1,1.15981629959939,3.77777517792132,0.00299616713923892
"4426","D16","DWP","field moist","FIELD_MOIST_INCUBATION",506.72,NA,1.72680331523278,NA,NA
"4427","D17","DWP","field moist","FIELD_MOIST_INCUBATION",603.37,318.25,4.2517617102541,18.5397634589236,0.0133598168429037
"4428","D18","DWP","field moist","FIELD_MOIST_INCUBATION",603.37,461.79,1.20037341926466,3.36919492264887,0.00259939240621204
"4429","D19","DWP","field moist","FIELD_MOIST_INCUBATION",603.37,457.99,1.26635788396815,3.33863233445498,0.00276503391770158
"4430","D20","DWP","field moist","FIELD_MOIST_INCUBATION",603.37,387.1,1.27766484878892,3.77935946913139,0.00330060668764899
"4431","D16","DWP","field moist","FIELD_MOIST_INCUBATION",507.2,NA,1.70284220702908,NA,NA
"4432","D17","DWP","field moist","FIELD_MOIST_INCUBATION",603.85,318.25,3.30441613043899,18.5447473387118,0.0103830828921885
"4433","D18","DWP","field moist","FIELD_MOIST_INCUBATION",603.85,461.79,1.33978725706533,3.37058754241845,0.00290129118661151
"4434","D19","DWP","field moist","FIELD_MOIST_INCUBATION",603.85,457.99,1.25788898782791,3.33995067484267,0.00274654247435076
"4435","D20","DWP","field moist","FIELD_MOIST_INCUBATION",603.85,387.1,1.33777941941457,3.78101830178786,0.00345590136764292
"4436","D16","DWP","field moist","FIELD_MOIST_INCUBATION",507.69,NA,1.60429189823558,NA,NA
"4437","D17","DWP","field moist","FIELD_MOIST_INCUBATION",604.34,318.25,3.2085086337042,18.5496873834267,0.0100817239079472
"4438","D18","DWP","field moist","FIELD_MOIST_INCUBATION",604.34,461.79,1.28553862567272,3.37195161250784,0.00278381650896018
"4439","D19","DWP","field moist","FIELD_MOIST_INCUBATION",604.33,457.99,1.05522427456928,3.34105661089323,0.00230403343865429
"4440","D20","DWP","field moist","FIELD_MOIST_INCUBATION",604.34,387.1,1.32659742009712,3.78269753902849,0.00342701477679443
"4441","D16","DWP","field moist","FIELD_MOIST_INCUBATION",508.17,NA,1.57070701566351,NA,NA
"4442","D17","DWP","field moist","FIELD_MOIST_INCUBATION",604.82,318.25,3.66772704581198,18.5552192262609,0.0115246725712867
"4443","D18","DWP","field moist","FIELD_MOIST_INCUBATION",604.82,461.79,1.01482215394766,3.37300645266006,0.00219758365046376
"4444","D19","DWP","field moist","FIELD_MOIST_INCUBATION",604.82,457.99,1.38402657468993,3.34253737034561,0.003021958066093
"4445","D20","DWP","field moist","FIELD_MOIST_INCUBATION",604.82,387.1,1.18206577791335,3.78416328837852,0.00305364447923882
"4446","D16","DWP","field moist","FIELD_MOIST_INCUBATION",508.65,NA,1.47813071200324,NA,NA
"4447","D17","DWP","field moist","FIELD_MOIST_INCUBATION",605.3,318.25,3.00606374255627,18.5597531165875,0.00944560484699536
"4448","D18","DWP","field moist","FIELD_MOIST_INCUBATION",605.3,461.79,1.06668802527707,3.3741152039369,0.0023098984934214
"4449","D19","DWP","field moist","FIELD_MOIST_INCUBATION",605.3,457.99,1.25332288529157,3.34385092519384,0.00273657260047505
"4450","D20","DWP","field moist","FIELD_MOIST_INCUBATION",605.3,387.1,1.06841863141488,3.78548811644124,0.00276005846400125
"4451","D16","DWP","field moist","FIELD_MOIST_INCUBATION",509.13,NA,1.16536899301594,NA,NA
"4452","D17","DWP","field moist","FIELD_MOIST_INCUBATION",605.78,318.25,3.15275490267678,18.564508253597,0.00990653543653346
"4453","D18","DWP","field moist","FIELD_MOIST_INCUBATION",605.78,461.79,1.18569604517182,3.37534765613743,0.00256760875110293
"4454","D19","DWP","field moist","FIELD_MOIST_INCUBATION",605.78,457.99,1.21368505027544,3.3451229372992,0.00265002521949266
"4455","D20","DWP","field moist","FIELD_MOIST_INCUBATION",605.78,387.1,1.30292523102268,3.78710373026426,0.00336586213129082
"4456","D16","DWP","field moist","FIELD_MOIST_INCUBATION",509.62,NA,1.19875164794781,NA,NA
"4457","D17","DWP","field moist","FIELD_MOIST_INCUBATION",606.27,318.25,3.95384873305842,18.5705958761554,0.0124237195068607
"4458","D18","DWP","field moist","FIELD_MOIST_INCUBATION",606.27,461.79,1.42611523754363,3.37686089043526,0.00308823326088401
"4459","D19","DWP","field moist","FIELD_MOIST_INCUBATION",606.27,457.99,1.06274820477275,3.34625996347955,0.00232046159255169
"4460","D20","DWP","field moist","FIELD_MOIST_INCUBATION",606.27,387.1,1.35801057928363,3.78882273099753,0.00350816476177637
"4461","D16","DWP","field moist","FIELD_MOIST_INCUBATION",510.1,NA,1.60438797385337,NA,NA
"4462","D17","DWP","field moist","FIELD_MOIST_INCUBATION",606.75,318.25,4.33810924386285,18.5771388217549,0.013631136665712
"4463","D18","DWP","field moist","FIELD_MOIST_INCUBATION",606.75,461.79,1.0656895635277,3.37796860387751,0.0023077363380058
"4464","D19","DWP","field moist","FIELD_MOIST_INCUBATION",606.75,457.99,1.21544845299947,3.34753382373291,0.0026538755278488
"4465","D20","DWP","field moist","FIELD_MOIST_INCUBATION",606.75,387.1,1.16783617162075,3.7902708357828,0.00301688496931218
"4466","D16","DWP","field moist","FIELD_MOIST_INCUBATION",510.58,NA,1.39581734774328,NA,NA
"4467","D17","DWP","field moist","FIELD_MOIST_INCUBATION",607.23,318.25,4.33839114380234,18.5836821925296,0.0136320224471401
"4468","D18","DWP","field moist","FIELD_MOIST_INCUBATION",607.23,461.79,1.06188343903165,3.37907236110641,0.0022994942268816
"4469","D19","DWP","field moist","FIELD_MOIST_INCUBATION",607.23,457.99,1.2854579015907,3.3488810579362,0.00280673792351514
"4470","D20","DWP","field moist","FIELD_MOIST_INCUBATION",607.23,387.1,1.09274070122778,3.79162582296077,0.0028228899540888
"4471","D16","DWP","field moist","FIELD_MOIST_INCUBATION",511.06,NA,1.59697725534599,NA,NA
"4472","D17","DWP","field moist","FIELD_MOIST_INCUBATION",607.72,318.25,3.65552090755744,18.5893104886638,0.011486318641186
"4473","D18","DWP","field moist","FIELD_MOIST_INCUBATION",607.72,461.79,1.0416866052062,3.38017768265203,0.00225575825636371
"4474","D19","DWP","field moist","FIELD_MOIST_INCUBATION",607.71,457.99,1.36367777154187,3.3503102710857,0.00297752739479436
"4475","D20","DWP","field moist","FIELD_MOIST_INCUBATION",607.71,387.1,1.16976440575799,3.79307631873644,0.00302186619932314
