"Mass","C","H","O","N","S","P","Na","El_comp","Class","NeutralMass","AImod","NOSC","HC","OC"
347.2802766,19,40,5,0,0,0,0,"CHO","Lipid",348.2875531,-0.151515151515152,-1.57894736842105,2.11,0.26
348.0361782,15,11,9,1,0,0,0,"CHON","ConHC",349.0434547,0.631578947368421,0.666666666666667,0.73,0.6
348.0442009,15,12,9,0,0,0,0,"CHO","ConHC",349.0514774,0.523809523809524,0.4,0.8,0.6
348.0548163,16,15,6,1,1,0,0,"CHONS","Lignin",349.0620927,0.5,0.125,0.94,0.38
348.0653285,12,16,11,0,0,0,0,"CHO","Tannin",349.072605,-0.0769230769230769,0.5,1.33,0.92
348.0685891,9,20,11,0,1,0,0,"CHOS","Other",349.0758655,-2.6,0.444444444444445,2.22,1.22
348.0724752,16,17,6,0,0,1,0,"CHOP","Lignin",349.0797516,0.458333333333333,-0.3125,1.06,0.38
348.0754267,15,16,5,3,0,1,0,"CHONP","Lignin",349.0827032,0.647058823529412,0.2,1.07,0.33
348.0781684,20,16,3,0,1,0,0,"CHOS","ConHC",349.0854448,0.6,-0.4,0.8,0.15
348.0791895,10,25,6,0,2,1,0,"CHOSP","Protein",349.086466,-1.625,-0.9,2.5,0.6
348.0805786,16,16,8,0,0,0,0,"CHO","Lignin",349.087855,0.416666666666667,0,1,0.5
348.0911578,17,19,5,1,1,0,0,"CHONS","Lignin",349.0984343,0.4,-0.235294117647059,1.12,0.29
348.0936024,13,19,10,1,0,0,0,"CHON","Tannin",349.1008789,-0.0714285714285714,0.307692307692307,1.46,0.77
348.0958441,20,16,5,0,0,0,0,"CHO","ConHC",349.1031206,0.6,-0.3,0.8,0.25
348.1047671,12,19,9,3,0,0,0,"CHON","Carb",349.1120436,-0.222222222222222,0.666666666666667,1.58,0.75
348.1088438,17,19,7,1,0,0,0,"CHON","Lignin",349.1161202,0.4,-0.117647058823529,1.12,0.41
348.1169495,17,20,7,0,0,0,0,"CHO","Lignin",349.124226,0.333333333333333,-0.352941176470588,1.18,0.41
348.1241537,21,19,4,1,0,0,0,"CHON","Lignin",349.1314302,0.583333333333333,-0.380952380952381,0.9,0.19
348.1275862,18,23,4,1,1,0,0,"CHONS","Lignin",349.1348627,0.321428571428571,-0.555555555555555,1.28,0.22
348.1299928,14,23,9,1,0,0,0,"CHON","AminoSugar",349.1372693,-0.117647058823529,-0.142857142857143,1.64,0.64
348.1411867,13,23,8,3,0,0,0,"CHON","AminoSugar",349.1484632,-0.25,0.153846153846154,1.77,0.62
348.1452456,18,23,6,1,0,0,0,"CHON","Lignin",349.1525221,0.321428571428571,-0.444444444444445,1.28,0.33
348.1509362,22,24,1,0,1,0,0,"CHOS","UnsatHC",349.1582127,0.463414634146341,-0.909090909090909,1.09,0.05
348.1533536,18,24,6,0,0,0,0,"CHO","Lignin",349.1606301,0.266666666666667,-0.666666666666667,1.33,0.33
348.1565064,17,23,5,3,0,0,0,"CHON","Lignin",349.1637829,0.347826086956522,-0.235294117647059,1.35,0.29
348.159067,16,32,1,1,2,1,0,"CHONSP","Lipid",349.1663434,-0.130434782608696,-1.4375,2,0.06
348.159855,14,27,5,3,1,0,0,"CHONS","Protein",349.1671315,-0.266666666666667,-0.428571428571429,1.93,0.36
348.1744962,15,28,8,0,0,0,0,"CHO","Protein",349.1817727,-0.181818181818182,-0.8,1.87,0.53
348.1816743,19,27,5,1,0,0,0,"CHON","Lignin",349.1889508,0.258064516129032,-0.736842105263158,1.42,0.26
348.1897487,19,28,5,0,0,0,0,"CHO","Lignin",349.1970252,0.212121212121212,-0.947368421052632,1.47,0.26
348.1928766,18,27,4,3,0,0,0,"CHON","Lipid",349.200153,0.269230769230769,-0.555555555555555,1.5,0.22
348.2009791,18,28,4,2,0,0,0,"CHON","Lignin",349.2082555,0.214285714285714,-0.777777777777778,1.56,0.22
348.2027773,16,31,7,1,0,0,0,"CHON","Protein",349.2100538,-0.173913043478261,-0.875,1.94,0.44
348.2213881,17,35,4,1,1,0,0,"CHONS","Lipid",349.2286646,-0.192307692307692,-1.29411764705882,2.06,0.24
348.2472261,17,36,6,0,0,0,0,"CHO","Protein",349.2545025,-0.214285714285714,-1.41176470588235,2.12,0.35
348.998946,18,6,8,0,0,0,0,"CHO","ConHC",350.0062225,0.857142857142857,0.555555555555555,0.33,0.44
349.0177149,19,10,5,0,1,0,0,"CHOS","ConHC",350.0249913,0.741935483870968,0.105263157894737,0.53,0.26
349.0201129,15,10,10,0,0,0,0,"CHO","ConHC",350.0273893,0.6,0.666666666666667,0.67,0.67
349.0353736,19,10,7,0,0,0,0,"CHO","ConHC",350.0426501,0.741935483870968,0.210526315789474,0.53,0.37
349.0383171,18,11,4,2,0,1,0,"CHONP","ConHC",350.0455935,0.884615384615385,0.166666666666667,0.61,0.22
349.038803,16,14,7,0,1,0,0,"CHOS","Lignin",350.0460794,0.478260869565217,0.125,0.88,0.44
349.0412429,12,14,12,0,0,0,0,"CHO","Tannin",350.0485193,0,0.833333333333333,1.17,1
349.0540951,20,14,4,0,1,0,0,"CHOS","ConHC",350.0613715,0.647058823529412,-0.2,0.7,0.2
349.0565024,16,14,9,0,0,0,0,"CHO","Lignin",350.0637789,0.478260869565217,0.25,0.88,0.56
349.058127,15,15,6,1,1,0,0,"CHONS","Lignin",350.0654035,0.45,0.133333333333333,1,0.4
349.0598623,13,18,9,0,1,0,0,"CHOS","Tannin",350.0671388,-0.0666666666666667,0.153846153846154,1.38,0.69
349.0677069,15,14,8,2,0,0,0,"CHON","Lignin",350.0749834,0.555555555555556,0.533333333333333,0.93,0.53
349.071749,20,14,6,0,0,0,0,"CHO","ConHC",350.0790255,0.647058823529412,-0.0999999999999996,0.7,0.3
349.0746969,19,15,3,2,0,1,0,"CHONP","ConHC",350.0819734,0.758620689655172,-0.157894736842105,0.79,0.16
349.0752065,17,18,6,0,1,0,0,"CHOS","Lignin",350.082483,0.384615384615385,-0.235294117647059,1.06,0.35
349.0776069,13,18,11,0,0,0,0,"CHO","Tannin",350.0848833,-0.0666666666666667,0.307692307692307,1.38,0.85
349.0864501,16,18,5,2,1,0,0,"CHONS","Lignin",350.0937266,0.428571428571429,0,1.12,0.31
349.0888402,12,18,10,2,0,0,0,"CHON","Carb",350.0961166,-0.2,0.666666666666667,1.5,0.83
349.0904428,21,18,3,0,1,0,0,"CHOS","Lignin",350.0977192,0.567567567567568,-0.476190476190476,0.86,0.14
349.0928606,17,18,8,0,0,0,0,"CHO","Lignin",350.100137,0.384615384615385,-0.117647058823529,1.06,0.47
349.0962164,14,22,8,0,1,0,0,"CHOS","AminoSugar",350.1034928,-0.111111111111111,-0.285714285714286,1.57,0.57
349.0969343,12,19,10,1,0,0,0,"CHON","Tannin",350.1042108,-0.25,0.333333333333333,1.58,0.83
349.1040805,16,18,7,2,0,0,0,"CHON","Lignin",350.111357,0.428571428571429,0.125,1.12,0.44
349.1081204,11,19,9,3,0,0,0,"CHON","Carb",350.1153969,-0.571428571428571,0.727272727272727,1.73,0.82
349.1110745,20,19,2,2,0,1,0,"CHONP","UnsatHC",350.118351,0.65625,-0.45,0.95,0.1
349.1115642,18,22,5,0,1,0,0,"CHOS","Lignin",350.1188406,0.310344827586207,-0.555555555555555,1.22,0.28
349.1139745,14,22,10,0,0,0,0,"CHO","Carb",350.1212509,-0.111111111111111,-0.142857142857143,1.57,0.71
349.1292416,18,22,7,0,0,0,0,"CHO","Lignin",350.136518,0.310344827586207,-0.444444444444445,1.22,0.39
349.1326206,15,26,7,0,1,0,0,"CHOS","Protein",350.1398971,-0.142857142857143,-0.666666666666667,1.73,0.47
349.1332988,13,23,9,1,0,0,0,"CHON","AminoSugar",350.1405752,-0.266666666666667,-0.153846153846154,1.77,0.69
349.140491,17,22,6,2,0,0,0,"CHON","Lignin",350.1477675,0.333333333333333,-0.235294117647059,1.29,0.35
349.1503756,15,26,9,0,0,0,0,"CHO","AminoSugar",350.157652,-0.142857142857143,-0.533333333333333,1.73,0.6
349.1632837,13,27,5,3,1,0,0,"CHONS","Protein",350.1705602,-0.461538461538462,-0.461538461538462,2.08,0.38
349.165653,19,26,6,0,0,0,0,"CHO","Lignin",350.1729294,0.25,-0.736842105263158,1.37,0.32
349.1690486,16,30,6,0,1,0,0,"CHOS","Protein",350.1763251,-0.166666666666667,-1,1.88,0.38
349.1769259,18,26,5,2,0,0,0,"CHON","Lignin",350.1842023,0.259259259259259,-0.555555555555555,1.44,0.28
349.1842933,20,30,3,0,1,0,0,"CHOS","Lipid",350.1915698,0.2,-1.1,1.5,0.15
349.1867949,16,30,8,0,0,0,0,"CHO","Protein",350.1940713,-0.166666666666667,-0.875,1.88,0.5
349.1972297,17,35,3,0,1,1,0,"CHOSP","Lipid",350.2045062,-0.148148148148148,-1.58823529411765,2.06,0.18
349.2020426,20,30,5,0,0,0,0,"CHO","Lipid",350.2093191,0.2,-1,1.5,0.25
349.2054204,17,34,5,0,1,0,0,"CHOS","Lipid",350.2126968,-0.185185185185185,-1.29411764705882,2,0.29
349.2383942,21,34,4,0,0,0,0,"CHO","Lipid",350.2456707,0.157894736842105,-1.23809523809524,1.62,0.19
349.2418032,18,38,4,0,1,0,0,"CHOS","Lipid",350.2490797,-0.2,-1.55555555555556,2.11,0.22
350.0517596,15,13,9,1,0,0,0,"CHON","Lignin",351.059036,0.526315789473684,0.533333333333333,0.87,0.6
350.0547069,14,14,6,3,0,1,0,"CHONP","Lignin",351.0619834,0.714285714285714,0.5,1,0.43
350.0584873,9,21,9,1,2,0,0,"CHONS","Other",351.0657637,-4.66666666666667,0.444444444444445,2.33,1
350.0598564,15,14,9,0,0,0,0,"CHO","Lignin",351.0671328,0.428571428571429,0.266666666666667,0.93,0.6
350.0646724,12,18,9,1,0,1,0,"CHONP","Carb",351.0719489,-0.0909090909090909,0.25,1.5,0.75
350.0704655,16,17,6,1,1,0,0,"CHONS","Lignin",351.077742,0.409090909090909,0,1.06,0.38
350.0881275,16,17,8,1,0,0,0,"CHON","Lignin",351.0954039,0.409090909090909,0.125,1.06,0.5
350.0915097,13,21,8,1,1,0,0,"CHONS","AminoSugar",351.0987861,-0.214285714285714,0,1.62,0.62
350.0938208,20,18,3,0,1,0,0,"CHOS","Lignin",351.1010972,0.542857142857143,-0.5,0.9,0.15
350.0962319,16,18,8,0,0,0,0,"CHO","Lignin",351.1035083,0.333333333333333,-0.125,1.12,0.5
350.1027018,12,21,7,3,1,0,0,"CHONS","AminoSugar",351.1099783,-0.444444444444444,0.333333333333333,1.75,0.58
350.1092294,13,21,10,1,0,0,0,"CHON","Carb",351.1165058,-0.214285714285714,0.153846153846154,1.62,0.77
350.1173225,13,22,10,0,0,0,0,"CHO","Carb",351.124599,-0.25,-0.153846153846154,1.69,0.77
350.1244864,17,21,7,1,0,0,0,"CHON","Lignin",351.1317629,0.32,-0.235294117647059,1.24,0.41
350.1325912,17,22,7,0,0,0,0,"CHO","Lignin",351.1398676,0.259259259259259,-0.470588235294118,1.29,0.41
350.1357143,16,21,6,3,0,0,0,"CHON","Lignin",351.1429908,0.35,0,1.31,0.38
350.1366773,17,25,1,3,2,0,0,"CHONS","UnsatHC",351.1439537,0.260869565217391,-0.588235294117647,1.47,0.06
350.1456265,14,25,9,1,0,0,0,"CHON","AminoSugar",351.152903,-0.235294117647059,-0.285714285714286,1.79,0.64
350.1608649,18,25,6,1,0,0,0,"CHON","Lignin",351.1681414,0.25,-0.555555555555555,1.39,0.33
350.1689983,18,26,6,0,0,0,0,"CHO","Lignin",351.1762748,0.2,-0.777777777777778,1.44,0.33
350.1721282,17,25,5,3,0,0,0,"CHON","Lignin",351.1794047,0.260869565217391,-0.352941176470588,1.47,0.29
350.1901423,15,30,8,0,0,0,0,"CHO","Protein",351.1974188,-0.272727272727273,-0.933333333333334,2,0.53
350.2054109,19,30,5,0,0,0,0,"CHO","Lipid",351.2126873,0.151515151515152,-1.05263157894737,1.58,0.26
350.2087811,16,34,5,0,1,0,0,"CHOS","Lipid",351.2160575,-0.28,-1.375,2.12,0.31
350.2237692,22,29,1,3,0,0,0,"CHON","UnsatHC",351.2310457,0.432432432432432,-0.818181818181818,1.32,0.05
350.9274483,13,4,8,0,2,0,0,"CHOS","ConHC",351.9347247,0.857142857142857,1.23076923076923,0.31,0.62
350.99691,18,8,6,0,1,0,0,"CHOS","ConHC",352.0041864,0.785714285714286,0.333333333333333,0.44,0.33
350.9978924,8,17,9,0,2,1,0,"CHOSP","Other",352.0051688,-12,0.625,2.12,1.12
350.9993493,14,8,11,0,0,0,0,"CHO","ConHC",352.0066257,0.647058823529412,1,0.57,0.79
351.0131591,12,17,6,0,2,1,0,"CHOSP","Lignin",352.0204355,-0.0833333333333333,-0.083333333333333,1.42,0.5
351.0145999,18,8,8,0,0,0,0,"CHO","ConHC",352.0218764,0.785714285714286,0.444444444444445,0.44,0.44
351.0333274,19,12,5,0,1,0,0,"CHOS","ConHC",352.0406039,0.67741935483871,0,0.63,0.26
351.0357385,15,12,10,0,0,0,0,"CHO","Tannin",352.0430149,0.5,0.533333333333333,0.8,0.67
351.0391118,12,16,10,0,1,0,0,"CHOS","Tannin",352.0463883,-0.166666666666667,0.5,1.33,0.83
351.0510082,19,12,7,0,0,0,0,"CHO","ConHC",352.0582847,0.67741935483871,0.105263157894737,0.63,0.37
351.0539527,18,13,4,2,0,1,0,"CHONP","ConHC",352.0612291,0.807692307692308,0.0555555555555554,0.72,0.22
351.0544576,16,16,7,0,1,0,0,"CHOS","Lignin",352.0617341,0.391304347826087,0,1,0.44
351.0568814,12,16,12,0,0,0,0,"CHO","Tannin",352.0641579,-0.166666666666667,0.666666666666667,1.33,1
351.0697487,20,16,4,0,1,0,0,"CHOS","Lignin",352.0770252,0.588235294117647,-0.3,0.8,0.2
351.0721525,16,16,9,0,0,0,0,"CHO","Lignin",352.079429,0.391304347826087,0.125,1,0.56
351.0731279,17,20,4,0,2,0,0,"CHOS","Lignin",352.0804043,0.307692307692308,-0.470588235294118,1.18,0.24
351.0738565,15,17,6,1,1,0,0,"CHONS","Lignin",352.081133,0.35,0,1.13,0.4
351.0755019,13,20,9,0,1,0,0,"CHOS","AminoSugar",352.0827783,-0.2,0,1.54,0.69
351.0833869,15,16,8,2,0,0,0,"CHON","Lignin",352.0906633,0.444444444444444,0.4,1.07,0.53
351.0850115,13,21,9,0,0,1,0,"CHOP","AminoSugar",352.0922879,-0.133333333333333,-0.230769230769231,1.62,0.69
351.0874053,20,16,6,0,0,0,0,"CHO","Lignin",352.0946818,0.588235294117647,-0.2,0.8,0.3
351.0903565,19,17,3,2,0,1,0,"CHONP","Lignin",352.097633,0.689655172413793,-0.263157894736842,0.89,0.16
351.0932763,13,20,11,0,0,0,0,"CHO","Carb",352.1005528,-0.2,0.153846153846154,1.54,0.85
351.0949342,12,21,8,1,1,0,0,"CHONS","AminoSugar",352.1022107,-0.416666666666667,0,1.75,0.67
351.1061392,11,21,7,3,1,0,0,"CHONS","AminoSugar",352.1134157,-0.857142857142857,0.363636363636364,1.91,0.64
351.1085296,17,20,8,0,0,0,0,"CHO","Lignin",352.1158061,0.307692307692308,-0.235294117647059,1.18,0.47
351.1119008,14,24,8,0,1,0,0,"CHOS","AminoSugar",352.1191773,-0.222222222222222,-0.428571428571429,1.71,0.57
351.1197438,16,20,7,2,0,0,0,"CHON","Lignin",352.1270202,0.333333333333333,0,1.25,0.44
351.1237879,21,20,5,0,0,0,0,"CHO","Lignin",352.1310644,0.513513513513513,-0.476190476190476,0.95,0.24
351.1267127,20,21,2,2,0,1,0,"CHONP","UnsatHC",352.1339891,0.59375,-0.55,1.05,0.1
351.1296399,14,24,10,0,0,0,0,"CHO","Carb",352.1369164,-0.222222222222222,-0.285714285714286,1.71,0.71
351.1408657,13,24,9,2,0,0,0,"CHON","AminoSugar",352.1481421,-0.384615384615385,0,1.85,0.69
351.1425114,22,24,2,0,1,0,0,"CHOS","UnsatHC",352.1497879,0.45,-0.818181818181818,1.09,0.09
351.1448913,18,24,7,0,0,0,0,"CHO","Lignin",352.1521678,0.241379310344828,-0.555555555555555,1.33,0.39
351.1482695,15,28,7,0,1,0,0,"CHOS","Protein",352.155546,-0.238095238095238,-0.8,1.87,0.47
351.1601698,22,24,4,0,0,0,0,"CHO","Lignin",352.1674463,0.45,-0.727272727272728,1.09,0.18
351.1630787,21,25,1,2,0,1,0,"CHONP","UnsatHC",352.1703552,0.514285714285714,-0.809523809523809,1.19,0.05
351.1660168,15,28,9,0,0,0,0,"CHO","AminoSugar",352.1732933,-0.238095238095238,-0.666666666666667,1.87,0.6
351.181284,19,28,6,0,0,0,0,"CHO","Lignin",352.1885605,0.1875,-0.842105263157895,1.47,0.32
351.1842211,18,29,3,2,0,1,0,"CHONP","Lipid",352.1914976,0.222222222222222,-0.944444444444445,1.61,0.17
351.1846547,16,32,6,0,1,0,0,"CHOS","Protein",352.1919312,-0.25,-1.125,2,0.38
351.1965412,23,28,3,0,0,0,0,"CHO","Lignin",352.2038177,0.395348837209302,-0.956521739130435,1.22,0.13
351.1999299,20,32,3,0,1,0,0,"CHOS","Lipid",352.2072063,0.142857142857143,-1.2,1.6,0.15
351.2024336,16,32,8,0,0,0,0,"CHO","Protein",352.2097101,-0.25,-1,2,0.5
351.2176977,20,32,5,0,0,0,0,"CHO","Lipid",352.2249742,0.142857142857143,-1.1,1.6,0.25
351.2207914,19,33,2,2,0,1,0,"CHONP","Lipid",352.2280678,0.166666666666667,-1.21052631578947,1.74,0.11
351.2211153,17,36,5,0,1,0,0,"CHOS","Lipid",352.2283917,-0.259259259259259,-1.41176470588235,2.12,0.29
351.2904213,22,40,3,0,0,0,0,"CHO","Lipid",352.2976978,0.0731707317073171,-1.54545454545455,1.82,0.14
351.3268262,23,44,2,0,0,0,0,"CHO","Lipid",352.3341027,0.0454545454545455,-1.73913043478261,1.91,0.09
352.030949,14,11,10,1,0,0,0,"CHON","ConHC",353.0382255,0.5625,0.857142857142857,0.79,0.71
352.0390935,14,12,10,0,0,0,0,"CHO","Tannin",353.04637,0.444444444444444,0.571428571428572,0.86,0.71
352.0462522,18,11,7,1,0,0,0,"CHON","ConHC",353.0535286,0.740740740740741,0.333333333333333,0.61,0.39
352.05173,24,7,1,3,0,0,0,"CHON","ConHC",353.0590065,1.02439024390244,0.166666666666667,0.29,0.04
352.054301,18,12,7,0,0,0,0,"CHO","ConHC",353.0615774,0.655172413793103,0.111111111111111,0.67,0.39
352.0602031,11,16,12,0,0,0,0,"CHO","Tannin",353.0674795,-0.4,0.727272727272727,1.45,1.09
352.0673702,15,15,9,1,0,0,0,"CHON","Lignin",353.0746466,0.421052631578947,0.4,1,0.6
352.0754817,15,16,9,0,0,0,0,"CHO","Lignin",353.0827582,0.333333333333333,0.133333333333333,1.07,0.6
352.0860297,16,19,6,1,1,0,0,"CHONS","Lignin",353.0933061,0.318181818181818,-0.125,1.19,0.38
352.0885192,12,19,11,1,0,0,0,"CHON","Carb",353.0957957,-0.363636363636364,0.5,1.58,0.92
352.103794,16,19,8,1,0,0,0,"CHON","Lignin",353.1110704,0.318181818181818,0,1.19,0.5
352.1071673,13,23,8,1,1,0,0,"CHONS","AminoSugar",353.1144437,-0.357142857142857,-0.153846153846154,1.77,0.62
352.1118958,16,20,8,0,0,0,0,"CHO","Lignin",353.1191722,0.25,-0.25,1.25,0.5
352.115031,15,19,7,3,0,0,0,"CHON","Lignin",353.1223075,0.352941176470588,0.266666666666667,1.27,0.47
352.124931,13,23,10,1,0,0,0,"CHON","Carb",353.1322075,-0.357142857142857,0,1.77,0.77
352.1330057,13,24,10,0,0,0,0,"CHO","Carb",353.1402822,-0.375,-0.307692307692307,1.85,0.77
352.136142,12,23,9,3,0,0,0,"CHON","Carb",353.1434185,-0.666666666666667,0.333333333333333,1.92,0.75
352.1401727,17,23,7,1,0,0,0,"CHON","Lignin",353.1474492,0.24,-0.352941176470588,1.35,0.41
352.1482684,17,24,7,0,0,0,0,"CHO","Lignin",353.1555449,0.185185185185185,-0.588235294117647,1.41,0.41
352.1513761,16,23,6,3,0,0,0,"CHON","Lignin",353.1586526,0.25,-0.125,1.44,0.38
352.1612898,14,27,9,1,0,0,0,"CHON","AminoSugar",353.1685662,-0.352941176470588,-0.428571428571429,1.93,0.64
352.1693791,14,28,9,0,0,0,0,"CHO","AminoSugar",353.1766556,-0.368421052631579,-0.714285714285714,2,0.64
352.1765191,18,27,6,1,0,0,0,"CHON","Protein",353.1837956,0.178571428571429,-0.666666666666667,1.5,0.33
352.1846296,18,28,6,0,0,0,0,"CHO","Lignin",353.1919061,0.133333333333333,-0.888888888888889,1.56,0.33
352.2029521,21,27,2,3,0,0,0,"CHON","UnsatHC",353.2102285,0.441176470588235,-0.666666666666667,1.29,0.1
352.2032985,19,32,3,0,1,0,0,"CHOS","Lipid",353.210575,0.0909090909090909,-1.26315789473684,1.68,0.16
352.2129141,19,31,5,1,0,0,0,"CHON","Lipid",353.2201905,0.129032258064516,-0.947368421052632,1.63,0.26
352.2210237,19,32,5,0,0,0,0,"CHO","Lipid",353.2283002,0.0909090909090909,-1.15789473684211,1.68,0.26
352.2241448,18,33,2,2,0,1,0,"CHONP","Lipid",353.2314212,0.107142857142857,-1.27777777777778,1.83,0.11
352.2493442,20,35,4,1,0,0,0,"CHON","Lipid",353.2566206,0.0882352941176471,-1.2,1.75,0.2
352.322098,22,43,2,1,0,0,0,"CHON","Lipid",353.3293745,0.025,-1.63636363636364,1.95,0.09
352.9762011,17,6,7,0,1,0,0,"CHOS","ConHC",353.9834776,0.84,0.588235294117647,0.35,0.41
352.993909,17,6,9,0,0,0,0,"CHO","ConHC",354.0011855,0.84,0.705882352941177,0.35,0.53
352.9968848,16,7,6,2,0,1,0,"CHONP","ConHC",354.0041613,1.05,0.6875,0.44,0.38
353.0126246,18,10,6,0,1,0,0,"CHOS","ConHC",354.019901,0.714285714285714,0.222222222222222,0.56,0.33
353.015027,14,10,11,0,0,0,0,"CHO","ConHC",354.0223034,0.529411764705882,0.857142857142857,0.71,0.79
353.0183725,11,14,11,0,1,0,0,"CHOS","Tannin",354.0256489,-0.333333333333333,0.909090909090909,1.27,1
353.0288486,12,19,6,0,2,1,0,"CHOSP","Protein",354.0361251,-0.25,-0.25,1.58,0.5
353.0296211,10,14,10,2,1,0,0,"CHONS","Tannin",354.0368975,-1,1.4,1.4,1
353.0302809,18,10,8,0,0,0,0,"CHO","ConHC",354.0375573,0.714285714285714,0.333333333333333,0.56,0.44
353.0489913,19,14,5,0,1,0,0,"CHOS","ConHC",354.0562677,0.612903225806452,-0.105263157894737,0.74,0.26
353.0513946,15,14,10,0,0,0,0,"CHO","Tannin",354.0586711,0.4,0.4,0.93,0.67
353.0547828,12,18,10,0,1,0,0,"CHOS","Carb",354.0620593,-0.333333333333333,0.333333333333333,1.5,0.83
353.0625946,14,14,9,2,0,0,0,"CHON","Lignin",354.0698711,0.466666666666667,0.714285714285714,1,0.64
353.0666419,19,14,7,0,0,0,0,"CHO","ConHC",354.0739184,0.612903225806452,0,0.74,0.37
353.0695895,18,15,4,2,0,1,0,"CHONP","Lignin",354.0768659,0.730769230769231,-0.0555555555555554,0.83,0.22
353.0700083,16,18,7,0,1,0,0,"CHOS","Lignin",354.0772847,0.304347826086957,-0.125,1.12,0.44
353.0725041,12,18,12,0,0,0,0,"CHO","Carb",354.0797806,-0.333333333333333,0.5,1.5,1
353.0853678,20,18,4,0,1,0,0,"CHOS","Lignin",354.0926442,0.529411764705882,-0.4,0.9,0.2
353.0877652,16,18,9,0,0,0,0,"CHO","Lignin",354.0950417,0.304347826086957,0,1.12,0.56
353.0911404,13,22,9,0,1,0,0,"CHOS","AminoSugar",354.0984169,-0.333333333333333,-0.153846153846154,1.69,0.69
353.0965691,19,18,3,2,1,0,0,"CHONS","Lignin",354.1038456,0.586206896551724,-0.210526315789473,0.95,0.16
353.0989913,15,18,8,2,0,0,0,"CHON","Lignin",354.1062677,0.333333333333333,0.266666666666667,1.2,0.53
353.1030288,20,18,6,0,0,0,0,"CHO","Lignin",354.1103053,0.529411764705882,-0.3,0.9,0.3
353.1059842,19,19,3,2,0,1,0,"CHONP","Lignin",354.1132607,0.620689655172414,-0.368421052631579,1,0.16
353.1063542,17,22,6,0,1,0,0,"CHOS","Lignin",354.1136306,0.230769230769231,-0.470588235294118,1.29,0.35
353.108901,13,22,11,0,0,0,0,"CHO","Carb",354.1161775,-0.333333333333333,0,1.69,0.85
353.1127692,13,27,3,2,2,1,0,"CHONSP","Lipid",354.1200456,-0.461538461538462,-0.846153846153846,2.08,0.23
353.1241754,17,22,8,0,0,0,0,"CHO","Lignin",354.1314518,0.230769230769231,-0.352941176470588,1.29,0.47
353.1275605,14,26,8,0,1,0,0,"CHOS","AminoSugar",354.134837,-0.333333333333333,-0.571428571428571,1.86,0.57
353.1346579,18,27,3,0,1,1,0,"CHOSP","Lipid",354.1419344,0.206896551724138,-1.05555555555556,1.5,0.17
353.1394447,11,23,9,3,0,0,0,"CHON","Carb",354.1467212,-1.14285714285714,0.363636363636364,2.09,0.82
353.1423879,20,23,2,2,0,1,0,"CHONP","UnsatHC",354.1496644,0.53125,-0.65,1.15,0.1
353.1428109,18,26,5,0,1,0,0,"CHOS","Lignin",354.1500874,0.172413793103448,-0.777777777777778,1.44,0.28
353.1453194,14,26,10,0,0,0,0,"CHO","Carb",354.1525958,-0.333333333333333,-0.428571428571429,1.86,0.71
353.1565463,13,26,9,2,0,0,0,"CHON","AminoSugar",354.1638228,-0.538461538461538,-0.153846153846154,2,0.69
353.1605847,18,26,7,0,0,0,0,"CHO","Lignin",354.1678611,0.172413793103448,-0.666666666666667,1.44,0.39
353.1758271,22,26,4,0,0,0,0,"CHO","Lignin",354.1831035,0.4,-0.818181818181818,1.18,0.18
353.1792035,19,30,4,0,1,0,0,"CHOS","Lipid",354.18648,0.125,-1.05263157894737,1.58,0.21
353.1797884,17,27,6,1,0,0,0,"CHON","Protein",354.1870649,0.115384615384615,-0.705882352941177,1.59,0.35
353.1817005,15,30,9,0,0,0,0,"CHO","AminoSugar",354.188977,-0.333333333333333,-0.8,2,0.6
353.1969407,19,30,6,0,0,0,0,"CHO","Protein",354.2042171,0.125,-0.947368421052632,1.58,0.32
353.2003097,16,34,6,0,1,0,0,"CHOS","Protein",354.2075861,-0.333333333333333,-1.25,2.12,0.38
353.208154,18,30,5,2,0,0,0,"CHON","Lipid",354.2154305,0.111111111111111,-0.777777777777778,1.67,0.28
353.2097541,16,35,6,0,0,1,0,"CHOP","Protein",354.2170305,-0.291666666666667,-1.4375,2.19,0.38
353.2121764,23,30,3,0,0,0,0,"CHO","Lignin",354.2194529,0.348837209302326,-1.04347826086957,1.3,0.13
353.2155565,20,34,3,0,1,0,0,"CHOS","Lipid",354.222833,0.0857142857142857,-1.3,1.7,0.15
353.2180465,16,34,8,0,0,0,0,"CHO","Protein",354.2253229,-0.333333333333333,-1.125,2.12,0.5
353.2333041,20,34,5,0,0,0,0,"CHO","Lipid",354.2405806,0.0857142857142857,-1.2,1.7,0.25
353.2485679,24,34,2,0,0,0,0,"CHO","UnsatHC",354.2558444,0.304347826086957,-1.25,1.42,0.08
353.252651,19,35,4,1,0,0,0,"CHON","Lipid",354.2599274,0.03125,-1.26315789473684,1.84,0.21
353.2697136,21,38,4,0,0,0,0,"CHO","Lipid",354.2769901,0.0526315789473684,-1.42857142857143,1.81,0.19
353.3061237,22,42,3,0,0,0,0,"CHO","Lipid",354.3134002,0.024390243902439,-1.63636363636364,1.91,0.14
353.3425025,23,46,2,0,0,0,0,"CHO","Lipid",354.349779,0,-1.82608695652174,2,0.09
354.0183866,13,10,11,0,0,0,0,"CHO","ConHC",355.0256631,0.466666666666667,0.923076923076923,0.77,0.85
