"Mass","C","H","O","N","S","P","Na","El_comp","Class","NeutralMass","AImod","NOSC","HC","OC"
228.1686218,12,24,3,0,0,0,0,"CHO","Lipid",229.1758983,-0.0476190476190476,-1.5,2,0.25
228.2050168,13,28,2,0,0,0,0,"CHO","Lipid",229.2122933,-0.0833333333333333,-1.84615384615385,2.15,0.15
229.0142606,12,6,5,0,0,0,0,"CHO","ConHC",230.021537,0.789473684210526,0.333333333333333,0.5,0.42
229.017638,9,10,5,0,1,0,0,"CHOS","Lignin",230.0249145,0.272727272727273,0.222222222222222,1.11,0.56
229.0353866,9,10,7,0,0,0,0,"CHO","Tannin",230.042663,0.272727272727273,0.444444444444445,1.11,0.78
229.0506353,13,10,4,0,0,0,0,"CHO","ConHC",230.0579117,0.636363636363636,-0.153846153846154,0.77,0.31
229.0717758,10,14,6,0,0,0,0,"CHO","Lignin",230.0790522,0.142857142857143,-0.2,1.4,0.6
229.083002,9,14,5,2,0,0,0,"CHON","AminoSugar",230.0902784,0.111111111111111,0.222222222222222,1.56,0.56
229.0870186,14,14,3,0,0,0,0,"CHO","Lignin",230.0942951,0.52,-0.571428571428571,1,0.21
229.1081652,11,18,5,0,0,0,0,"CHO","Protein",230.1154416,0.0588235294117647,-0.727272727272728,1.64,0.45
229.1234098,15,18,2,0,0,0,0,"CHO","Lignin",230.1306863,0.428571428571429,-0.933333333333334,1.2,0.13
229.144551,12,22,4,0,0,0,0,"CHO","Protein",230.1518275,0,-1.16666666666667,1.83,0.33
229.1557804,11,22,3,2,0,0,0,"CHON","Lipid",230.1630569,-0.0666666666666667,-0.909090909090909,2,0.27
229.1638751,11,23,3,1,0,0,0,"CHON","Lipid",230.1711515,-0.117647058823529,-1.27272727272727,2.09,0.27
229.1809383,13,26,3,0,0,0,0,"CHO","Lipid",230.1882148,-0.0434782608695652,-1.53846153846154,2,0.23
229.9587344,7,5,4,1,2,0,0,"CHONS","ConHC",230.9660109,0.75,1.42857142857143,0.71,0.57
230.0670279,9,13,6,1,0,0,0,"CHON","Tannin",231.0743044,0.1,0.222222222222222,1.44,0.67
230.0822858,13,13,3,1,0,0,0,"CHON","Lignin",231.0895622,0.571428571428571,-0.307692307692307,1,0.23
230.0903816,13,14,3,0,0,0,0,"CHO","Lignin",231.0976581,0.478260869565217,-0.615384615384615,1.08,0.23
230.1034062,10,17,5,1,0,0,0,"CHON","Protein",231.1106827,0,-0.4,1.7,0.5
230.1146465,9,17,4,3,0,0,0,"CHON","Protein",231.121923,-0.125,0,1.89,0.44
230.1397923,11,21,4,1,0,0,0,"CHON","Protein",231.1470687,-0.0625,-0.909090909090909,1.91,0.36
230.1478859,11,22,4,0,0,0,0,"CHO","Protein",231.1551624,-0.111111111111111,-1.27272727272727,2,0.36
230.1591423,10,22,3,2,0,0,0,"CHON","Lipid",231.1664187,-0.230769230769231,-1,2.2,0.3
230.9935338,11,4,6,0,0,0,0,"CHO","ConHC",232.0008103,0.875,0.727272727272727,0.36,0.55
231.029914,12,8,5,0,0,0,0,"CHO","ConHC",232.0371905,0.684210526315789,0.166666666666667,0.67,0.42
231.0510252,9,12,7,0,0,0,0,"CHO","Tannin",232.0583017,0.0909090909090909,0.222222222222222,1.33,0.78
231.066294,13,12,4,0,0,0,0,"CHO","Lignin",232.0735705,0.545454545454545,-0.307692307692307,0.92,0.31
231.0874214,10,16,6,0,0,0,0,"CHO","AminoSugar",232.0946979,0,-0.4,1.6,0.6
231.0986595,9,16,5,2,0,0,0,"CHON","AminoSugar",232.105936,-0.111111111111111,0,1.78,0.56
231.10268,14,16,3,0,0,0,0,"CHO","Lignin",232.1099565,0.44,-0.714285714285714,1.14,0.21
231.1139159,13,16,2,2,0,0,0,"CHON","Lignin",232.1211924,0.5,-0.461538461538462,1.23,0.15
231.1238058,11,20,5,0,0,0,0,"CHO","Protein",232.1310822,-0.0588235294117647,-0.909090909090909,1.82,0.45
231.1350433,10,20,4,2,0,0,0,"CHON","Protein",232.1423197,-0.166666666666667,-0.6,2,0.4
231.1390637,15,20,2,0,0,0,0,"CHO","Lignin",232.1463401,0.357142857142857,-1.06666666666667,1.33,0.13
231.1601957,12,24,4,0,0,0,0,"CHO","Protein",232.1674722,-0.1,-1.33333333333333,2,0.33
231.1754569,16,24,1,0,0,0,0,"CHO","Lipid",232.1827334,0.290322580645161,-1.375,1.5,0.06
232.0463129,8,11,7,1,0,0,0,"CHON","Tannin",233.0535894,0,0.75,1.38,0.88
232.0938931,8,15,5,3,0,0,0,"CHON","AminoSugar",233.1011695,-0.4,0.5,1.88,0.62
232.1271605,10,20,5,0,0,0,0,"CHO","Protein",233.134437,-0.2,-1,2,0.5
232.1384054,9,20,4,2,0,0,0,"CHON","Protein",233.1456818,-0.4,-0.666666666666667,2.22,0.44
233.0091754,11,6,6,0,0,0,0,"CHO","ConHC",234.0164518,0.75,0.545454545454545,0.55,0.55
233.0455606,12,10,5,0,0,0,0,"CHO","Lignin",234.0528371,0.578947368421053,0,0.83,0.42
233.0666855,9,14,7,0,0,0,0,"CHO","Carb",234.073962,-0.0909090909090909,0,1.56,0.78
233.0779233,8,14,6,2,0,0,0,"CHON","Carb",234.0851997,-0.333333333333333,0.5,1.75,0.75
233.0819435,13,14,4,0,0,0,0,"CHO","Lignin",234.0892199,0.454545454545455,-0.461538461538462,1.08,0.31
233.0853246,10,18,4,0,1,0,0,"CHOS","Protein",234.0926011,-0.142857142857143,-0.8,1.8,0.4
233.1030704,10,18,6,0,0,0,0,"CHO","AminoSugar",234.1103469,-0.142857142857143,-0.6,1.8,0.6
233.1183251,14,18,3,0,0,0,0,"CHO","Lignin",234.1256016,0.36,-0.857142857142857,1.29,0.21
233.1394637,11,22,5,0,0,0,0,"CHO","Protein",234.1467402,-0.176470588235294,-1.09090909090909,2,0.45
233.1547085,15,22,2,0,0,0,0,"CHO","Lignin",234.161985,0.285714285714286,-1.2,1.47,0.13
233.1911009,16,26,1,0,0,0,0,"CHO","Lipid",234.1983774,0.225806451612903,-1.5,1.62,0.06
233.9242717,9,2,1,1,2,1,0,"CHONSP","ConHC",234.9315482,1.44444444444444,0.777777777777778,0.22,0.11
234.0077859,7,9,6,1,1,0,0,"CHONS","Tannin",235.0150624,-0.25,1.14285714285714,1.29,0.86
234.0441797,8,13,5,1,1,0,0,"CHONS","AminoSugar",235.0514562,-0.285714285714286,0.25,1.62,0.62
234.0619401,8,13,7,1,0,0,0,"CHON","Carb",235.0692166,-0.285714285714286,0.5,1.62,0.88
234.0982917,9,17,6,1,0,0,0,"CHON","AminoSugar",235.1055681,-0.3,-0.222222222222222,1.89,0.67
234.1216866,13,18,3,0,0,0,0,"CHO","Lignin",235.1289631,0.304347826086957,-0.923076923076923,1.38,0.23
234.1580824,14,22,2,0,0,0,0,"CHO","Lignin",235.1653588,0.230769230769231,-1.28571428571429,1.57,0.14
234.1944683,15,26,1,0,0,0,0,"CHO","Lipid",235.2017447,0.172413793103448,-1.6,1.73,0.07
235.0248168,11,8,6,0,0,0,0,"CHO","ConHC",236.0320932,0.625,0.363636363636364,0.73,0.55
235.0281951,8,12,6,0,1,0,0,"CHOS","Carb",236.0354715,-0.25,0.25,1.5,0.75
235.0459607,8,12,8,0,0,0,0,"CHO","Carb",236.0532372,-0.25,0.5,1.5,1
235.0612003,12,12,5,0,0,0,0,"CHO","Lignin",236.0684768,0.473684210526316,-0.166666666666667,1,0.42
235.0645633,9,16,5,0,1,0,0,"CHOS","AminoSugar",236.0718397,-0.272727272727273,-0.444444444444445,1.78,0.56
235.0758265,8,16,4,2,1,0,0,"CHONS","Protein",236.083103,-0.666666666666667,0,2,0.5
235.0823459,9,16,7,0,0,0,0,"CHO","Carb",236.0896223,-0.272727272727273,-0.222222222222222,1.78,0.78
235.097589,13,16,4,0,0,0,0,"CHO","Lignin",236.1048655,0.363636363636364,-0.615384615384615,1.23,0.31
235.1009632,10,20,4,0,1,0,0,"CHOS","Protein",236.1082396,-0.285714285714286,-1,2,0.4
235.1088261,12,16,3,2,0,0,0,"CHON","Lignin",236.1161026,0.411764705882353,-0.333333333333333,1.33,0.25
235.1104729,10,21,4,0,0,1,0,"CHOP","Protein",236.1177494,-0.214285714285714,-1.3,2.1,0.4
235.1187324,10,20,6,0,0,0,0,"CHO","AminoSugar",236.1260088,-0.285714285714286,-0.8,2,0.6
235.1339785,14,20,3,0,0,0,0,"CHO","Lignin",236.1412549,0.28,-1,1.43,0.21
235.1373467,11,24,3,0,1,0,0,"CHOS","Lipid",236.1446232,-0.294117647058824,-1.45454545454545,2.18,0.27
235.1703689,15,24,2,0,0,0,0,"CHO","Lipid",236.1776453,0.214285714285714,-1.33333333333333,1.6,0.13
236.0234549,7,11,6,1,1,0,0,"CHONS","Carb",237.0307313,-0.75,0.857142857142857,1.57,0.86
236.056464,11,11,5,1,0,0,0,"CHON","Lignin",237.0637405,0.533333333333333,0.181818181818182,1,0.45
236.0775827,8,15,7,1,0,0,0,"CHON","Carb",237.0848592,-0.571428571428571,0.25,1.88,0.88
236.0962141,9,19,4,1,1,0,0,"CHONS","Protein",237.1034906,-0.5,-0.666666666666667,2.11,0.44
236.1009513,12,16,4,0,0,0,0,"CHO","Lignin",237.1082277,0.3,-0.666666666666667,1.33,0.33
236.1043067,9,20,4,0,1,0,0,"CHOS","Protein",237.1115831,-0.5,-1.11111111111111,2.22,0.44
236.1373347,13,20,3,0,0,0,0,"CHO","Lignin",237.1446112,0.217391304347826,-1.07692307692308,1.54,0.23
236.1737209,14,24,2,0,0,0,0,"CHO","Lipid",237.1809974,0.153846153846154,-1.42857142857143,1.71,0.14
237.0040873,10,6,7,0,0,0,0,"CHO","ConHC",238.0113638,0.692307692307692,0.8,0.6,0.7
237.007457,7,10,7,0,1,0,0,"CHOS","Tannin",238.0147334,-0.6,0.857142857142857,1.43,1
237.0222636,13,7,1,2,0,1,0,"CHONP","ConHC",238.0295401,1.05263157894737,0.0769230769230771,0.54,0.08
237.0305131,13,6,3,2,0,0,0,"CHON","ConHC",238.0377895,1,0.461538461538462,0.46,0.23
237.0404768,11,10,6,0,0,0,0,"CHO","Lignin",238.0477532,0.5,0.181818181818182,0.91,0.55
237.0438551,8,14,6,0,1,0,0,"CHOS","Carb",238.0511315,-0.5,0,1.75,0.75
237.0615977,8,14,8,0,0,0,0,"CHO","Carb",238.0688742,-0.5,0.25,1.75,1
237.0768559,12,14,5,0,0,0,0,"CHO","Lignin",238.0841323,0.368421052631579,-0.333333333333333,1.17,0.42
237.0802277,9,18,5,0,1,0,0,"CHOS","AminoSugar",238.0875042,-0.454545454545455,-0.666666666666667,2,0.56
237.0809486,7,15,7,1,0,0,0,"CHON","Carb",238.088225,-1.2,0.285714285714286,2.14,1
237.0979908,9,18,7,0,0,0,0,"CHO","Carb",238.1052672,-0.454545454545455,-0.444444444444445,2,0.78
237.1132363,13,18,4,0,0,0,0,"CHO","Lignin",238.1205128,0.272727272727273,-0.769230769230769,1.38,0.31
237.1166055,10,22,4,0,1,0,0,"CHOS","Protein",238.123882,-0.428571428571429,-1.2,2.2,0.4
237.1261395,10,23,4,0,0,1,0,"CHOP","Other",238.133416,-0.357142857142857,-1.5,2.3,0.4
237.1496214,14,22,3,0,0,0,0,"CHO","Lipid",238.1568979,0.2,-1.14285714285714,1.57,0.21
237.1860168,15,26,2,0,0,0,0,"CHO","Lipid",238.1932933,0.142857142857143,-1.46666666666667,1.73,0.13
238.064954,7,14,8,0,0,0,0,"CHO","Carb",239.0722305,-1,0.285714285714286,2,1.14
238.0721011,11,13,5,1,0,0,0,"CHON","Lignin",239.0793776,0.4,0,1.18,0.45
238.0802058,11,14,5,0,0,0,0,"CHO","Lignin",239.0874823,0.294117647058824,-0.363636363636363,1.27,0.45
238.1084847,12,17,4,1,0,0,0,"CHON","Lignin",239.1157611,0.277777777777778,-0.5,1.42,0.33
238.1165975,12,18,4,0,0,0,0,"CHO","Lignin",239.123874,0.2,-0.833333333333333,1.5,0.33
238.1529601,13,22,3,0,0,0,0,"CHO","Lipid",239.1602366,0.130434782608696,-1.23076923076923,1.69,0.23
238.1812908,14,25,2,1,0,0,0,"CHON","Lipid",239.1885672,0.125,-1.28571428571429,1.79,0.14
239.0197352,10,8,7,0,0,0,0,"CHO","Tannin",240.0270117,0.538461538461538,0.6,0.8,0.7
239.0230961,7,12,7,0,1,0,0,"CHOS","Carb",240.0303726,-1,0.571428571428572,1.71,1
239.0349832,14,8,4,0,0,0,0,"CHO","ConHC",240.0422596,0.75,0,0.57,0.29
239.0379179,13,9,1,2,0,1,0,"CHONP","ConHC",240.0451943,0.947368421052632,-0.0769230769230766,0.69,0.08
239.056125,11,12,6,0,0,0,0,"CHO","Lignin",240.0634014,0.375,0,1.09,0.55
239.059038,10,13,3,2,0,1,0,"CHONP","Lignin",240.0663145,0.545454545454545,-0.0999999999999996,1.3,0.3
239.0595083,8,16,6,0,1,0,0,"CHOS","Carb",240.0667847,-0.75,-0.25,2,0.75
239.0664995,12,17,1,0,1,1,0,"CHOSP","UnsatHC",240.073776,0.315789473684211,-1.08333333333333,1.42,0.08
239.0673517,10,12,5,2,0,0,0,"CHON","Lignin",240.0746281,0.454545454545455,0.4,1.2,0.5
239.071372,15,12,3,0,0,0,0,"CHO","Lignin",240.0786484,0.62962962962963,-0.4,0.8,0.2
239.0747233,12,16,3,0,1,0,0,"CHOS","Lignin",240.0819998,0.263157894736842,-0.666666666666667,1.33,0.25
239.0772469,8,16,8,0,0,0,0,"CHO","Carb",240.0845233,-0.75,0,2,1
239.092507,12,16,5,0,0,0,0,"CHO","Lignin",240.0997834,0.263157894736842,-0.5,1.33,0.42
239.1288854,13,20,4,0,0,0,0,"CHO","Protein",240.1361619,0.181818181818182,-0.923076923076923,1.54,0.31
239.1401271,12,20,3,2,0,0,0,"CHON","Lipid",240.1474036,0.176470588235294,-0.666666666666667,1.67,0.25
239.1652726,14,24,3,0,0,0,0,"CHO","Lipid",240.172549,0.12,-1.28571428571429,1.71,0.21
239.2016607,15,28,2,0,0,0,0,"CHO","Lipid",240.2089372,0.0714285714285714,-1.6,1.87,0.13
239.2380752,16,32,1,0,0,0,0,"CHO","Lipid",240.2453517,0.032258064516129,-1.875,2,0.06
240.0513629,10,11,6,1,0,0,0,"CHON","Lignin",241.0586394,0.416666666666667,0.4,1.1,0.6
240.0806123,7,16,8,0,0,0,0,"CHO","Carb",241.0878887,-1.33333333333333,0,2.29,1.14
240.0877568,11,15,5,1,0,0,0,"CHON","Lignin",241.0950333,0.266666666666667,-0.181818181818182,1.36,0.45
240.0958579,11,16,5,0,0,0,0,"CHO","Lignin",241.1031344,0.176470588235294,-0.545454545454546,1.45,0.45
240.1322526,12,20,4,0,0,0,0,"CHO","Protein",241.139529,0.1,-1,1.67,0.33
240.1434698,11,20,3,2,0,0,0,"CHON","Lipid",241.1507462,0.0666666666666667,-0.727272727272728,1.82,0.27
240.1605243,13,23,3,1,0,0,0,"CHON","Lipid",241.1678008,0.0952380952380952,-1.07692307692308,1.77,0.23
240.2050066,14,28,2,0,0,0,0,"CHO","Lipid",241.2122831,0,-1.71428571428571,2,0.14
240.2414168,15,32,1,0,0,0,0,"CHO","Lipid",241.2486933,-0.0344827586206897,-2,2.13,0.07
240.9696142,12,3,4,0,0,1,0,"CHOP","ConHC",241.9768907,1.05555555555556,0.416666666666667,0.25,0.33
240.9990028,9,6,8,0,0,0,0,"CHO","ConHC",242.0062793,0.6,1.11111111111111,0.67,0.89
241.0142475,13,6,5,0,0,0,0,"CHO","ConHC",242.021524,0.80952380952381,0.307692307692307,0.46,0.38
241.0171786,12,7,2,2,0,1,0,"CHONP","ConHC",242.0244551,1.0625,0.25,0.58,0.17
241.0176262,10,10,5,0,1,0,0,"CHOS","Lignin",242.0249027,0.384615384615385,0.2,1,0.5
241.0353881,10,10,7,0,0,0,0,"CHO","Tannin",242.0426646,0.384615384615385,0.4,1,0.7
241.0466172,9,10,6,2,0,0,0,"CHON","Tannin",242.0538937,0.5,0.888888888888889,1.11,0.67
241.0506325,14,10,4,0,0,0,0,"CHO","ConHC",242.057909,0.666666666666667,-0.142857142857143,0.71,0.29
241.0535665,13,11,1,2,0,1,0,"CHONP","UnsatHC",242.060843,0.842105263157895,-0.230769230769231,0.85,0.08
241.0539982,11,14,4,0,1,0,0,"CHOS","Lignin",242.0612746,0.25,-0.363636363636363,1.27,0.36
241.0635413,11,15,4,0,0,1,0,"CHOP","Lignin",242.0708178,0.3125,-0.636363636363637,1.36,0.36
241.0717705,11,14,6,0,0,0,0,"CHO","Lignin",242.079047,0.25,-0.181818181818182,1.27,0.55
241.0751441,8,18,6,0,1,0,0,"CHOS","Other",242.0824206,-1,-0.5,2.25,0.75
241.0830088,10,14,5,2,0,0,0,"CHON","Lignin",242.0902853,0.272727272727273,0.2,1.4,0.5
241.0846615,8,19,6,0,0,1,0,"CHOP","Other",242.0919379,-0.875,-0.875,2.38,0.75
241.0870253,15,14,3,0,0,0,0,"CHO","Lignin",242.0943017,0.555555555555556,-0.533333333333333,0.93,0.2
241.0928978,8,18,8,0,0,0,0,"CHO","Other",242.1001742,-1,-0.25,2.25,1
241.1041585,7,18,7,2,0,0,0,"CHON","Other",242.1114349,-3,0.285714285714286,2.57,1
241.1081506,12,18,5,0,0,0,0,"CHO","Protein",242.115427,0.157894736842105,-0.666666666666667,1.5,0.42
241.1193921,11,18,4,2,0,0,0,"CHON","Protein",242.1266686,0.142857142857143,-0.363636363636363,1.64,0.36
241.1234141,16,18,2,0,0,0,0,"CHO","Lignin",242.1306906,0.466666666666667,-0.875,1.12,0.12
241.1445341,13,22,4,0,0,0,0,"CHO","Protein",242.1518106,0.0909090909090909,-1.07692307692308,1.69,0.31
241.1557701,12,22,3,2,0,0,0,"CHON","Lipid",242.1630465,0.0588235294117647,-0.833333333333333,1.83,0.25
241.180927,14,26,3,0,0,0,0,"CHO","Lipid",242.1882035,0.04,-1.42857142857143,1.86,0.21
241.2173175,15,30,2,0,0,0,0,"CHO","Lipid",242.224594,0,-1.73333333333333,2,0.13
242.0670201,10,13,6,1,0,0,0,"CHON","Lignin",243.0742966,0.25,0.2,1.3,0.6
242.0751145,10,14,6,0,0,0,0,"CHO","Lignin",243.082391,0.142857142857143,-0.2,1.4,0.6
242.0782627,9,13,5,3,0,0,0,"CHON","Lignin",243.0855392,0.285714285714286,0.666666666666667,1.44,0.56
242.0799107,7,18,6,1,0,1,0,"CHONP","Other",243.0871871,-2,-0.428571428571429,2.57,0.86
242.1033953,11,17,5,1,0,0,0,"CHON","Protein",243.1106717,0.133333333333333,-0.363636363636363,1.55,0.45
242.1114908,11,18,5,0,0,0,0,"CHO","Protein",243.1187673,0.0588235294117647,-0.727272727272728,1.64,0.45
242.1146298,10,17,4,3,0,0,0,"CHON","Protein",243.1219063,0.1,0,1.7,0.4
242.1397894,12,21,4,1,0,0,0,"CHON","Protein",243.1470659,0.0555555555555556,-0.833333333333333,1.75,0.33
242.1478967,12,22,4,0,0,0,0,"CHO","Protein",243.1551732,0,-1.16666666666667,1.83,0.33
242.1590924,11,22,3,2,0,0,0,"CHON","Lipid",243.1663689,-0.0666666666666667,-0.909090909090909,2,0.27
242.17618,13,25,3,1,0,0,0,"CHON","Lipid",243.1834565,0,-1.23076923076923,1.92,0.23
242.1842871,13,26,3,0,0,0,0,"CHO","Lipid",243.1915636,-0.0434782608695652,-1.53846153846154,2,0.23
242.2206693,14,30,2,0,0,0,0,"CHO","Lipid",243.2279457,-0.0769230769230769,-1.85714285714286,2.14,0.14
242.9782715,8,4,9,0,0,0,0,"CHO","Other",243.985548,0.714285714285714,1.75,0.5,1.12
242.9920772,6,13,4,0,2,1,0,"CHOSP","AminoSugar",243.9993537,-3.5,-0.166666666666667,2.17,0.67
243.0146498,9,8,8,0,0,0,0,"CHO","Tannin",244.0219263,0.4,0.888888888888889,0.89,0.89
243.0298993,13,8,5,0,0,0,0,"CHO","ConHC",244.0371757,0.714285714285714,0.153846153846154,0.62,0.38
243.0332716,10,12,5,0,1,0,0,"CHOS","Lignin",244.040548,0.230769230769231,0,1.2,0.5
243.0445018,9,12,4,2,1,0,0,"CHONS","Lignin",244.0517783,0.25,0.444444444444445,1.33,0.44
243.0462201,7,17,5,0,1,1,0,"CHOSP","Other",244.0534965,-1.6,-0.714285714285714,2.43,0.71
243.0510317,10,12,7,0,0,0,0,"CHO","Tannin",244.0583081,0.230769230769231,0.2,1.2,0.7
243.0622768,9,12,6,2,0,0,0,"CHON","Tannin",244.0695533,0.25,0.666666666666667,1.33,0.67
243.0662934,14,12,4,0,0,0,0,"CHO","Lignin",244.0735699,0.583333333333333,-0.285714285714286,0.86,0.29
243.0874124,11,16,6,0,0,0,0,"CHO","Lignin",244.0946888,0.125,-0.363636363636363,1.45,0.55
243.0986582,10,16,5,2,0,0,0,"CHON","Protein",244.1059346,0.0909090909090909,0,1.6,0.5
243.1026763,15,16,3,0,0,0,0,"CHO","Lignin",244.1099528,0.481481481481481,-0.666666666666667,1.07,0.2
243.1238028,12,20,5,0,0,0,0,"CHO","Protein",244.1310792,0.0526315789473684,-0.833333333333333,1.67,0.42
243.1350314,11,20,4,2,0,0,0,"CHON","Protein",244.1423079,0,-0.545454545454546,1.82,0.36
243.1390504,16,20,2,0,0,0,0,"CHO","Lignin",244.1463269,0.4,-1,1.25,0.12
243.1601975,13,24,4,0,0,0,0,"CHO","Protein",244.167474,0,-1.23076923076923,1.85,0.31
243.1714257,12,24,3,2,0,0,0,"CHON","Lipid",244.1787021,-0.0588235294117647,-1,2,0.25
243.1795193,12,25,3,1,0,0,0,"CHON","Lipid",244.1867958,-0.105263157894737,-1.33333333333333,2.08,0.25
243.1965772,14,28,3,0,0,0,0,"CHO","Lipid",244.2038536,-0.04,-1.57142857142857,2,0.21
243.974366,8,7,4,1,2,0,0,"CHONS","Lignin",244.9816425,0.5,1,0.88,0.5
244.0366269,9,12,5,0,1,0,0,"CHOS","Lignin",245.0439034,0.0909090909090909,0,1.33,0.56
244.0826653,10,15,6,1,0,0,0,"CHON","AminoSugar",245.0899418,0.0833333333333333,0,1.5,0.6
244.1190533,11,19,5,1,0,0,0,"CHON","Protein",245.1263298,0,-0.545454545454546,1.73,0.45
244.1271517,11,20,5,0,0,0,0,"CHO","Protein",245.1344282,-0.0588235294117647,-0.909090909090909,1.82,0.45
244.1302889,10,19,4,3,0,0,0,"CHON","Protein",245.1375653,-0.1,-0.2,1.9,0.4
244.1554496,12,23,4,1,0,0,0,"CHON","Protein",245.1627261,-0.0555555555555556,-1,1.92,0.33
244.1635486,12,24,4,0,0,0,0,"CHO","Protein",245.170825,-0.1,-1.33333333333333,2,0.33
244.1747814,11,24,3,2,0,0,0,"CHON","Lipid",245.1820578,-0.2,-1.09090909090909,2.18,0.27
244.1999257,13,28,3,0,0,0,0,"CHO","Lipid",245.2072022,-0.130434782608696,-1.69230769230769,2.15,0.23
245.009167,12,6,6,0,0,0,0,"CHO","ConHC",246.0164434,0.777777777777778,0.5,0.5,0.5
245.0302979,9,10,8,0,0,0,0,"CHO","Tannin",246.0375743,0.2,0.666666666666667,1.11,0.89
245.0455568,13,10,5,0,0,0,0,"CHO","ConHC",246.0528333,0.619047619047619,0,0.77,0.38
245.0489326,10,14,5,0,1,0,0,"CHOS","Lignin",246.0562091,0.0769230769230769,-0.2,1.4,0.5
245.0666783,10,14,7,0,0,0,0,"CHO","Tannin",246.0739548,0.0769230769230769,0,1.4,0.7
245.077917,9,14,6,2,0,0,0,"CHON","AminoSugar",246.0851934,0,0.444444444444445,1.56,0.67
245.0819331,14,14,4,0,0,0,0,"CHO","Lignin",246.0892096,0.5,-0.428571428571429,1,0.29
245.1030728,11,18,6,0,0,0,0,"CHO","Protein",246.1103493,0,-0.545454545454546,1.64,0.55
245.1143014,10,18,5,2,0,0,0,"CHON","Protein",246.1215779,-0.0909090909090909,-0.2,1.8,0.5
245.1183162,15,18,3,0,0,0,0,"CHO","Lignin",246.1255926,0.407407407407407,-0.8,1.2,0.2
245.1295516,14,18,2,2,0,0,0,"CHON","Lignin",246.1368281,0.454545454545455,-0.571428571428571,1.29,0.14
245.1394556,12,22,5,0,0,0,0,"CHO","Protein",246.146732,-0.0526315789473684,-1,1.83,0.42
245.1506878,11,22,4,2,0,0,0,"CHON","Protein",246.1579643,-0.142857142857143,-0.727272727272728,2,0.36
245.1547044,16,22,2,0,0,0,0,"CHO","Lignin",246.1619809,0.333333333333333,-1.125,1.38,0.12
245.1588069,11,23,4,1,0,0,0,"CHON","Protein",246.1660834,-0.1875,-1.09090909090909,2.09,0.36
245.1758333,13,26,4,0,0,0,0,"CHO","Protein",246.1831097,-0.0909090909090909,-1.38461538461539,2,0.31
246.0377142,8,13,2,3,2,0,0,"CHONS","Lipid",247.0449906,-0.25,0.5,1.62,0.25
246.0983196,10,17,6,1,0,0,0,"CHON","AminoSugar",247.1055961,-0.0833333333333333,-0.2,1.7,0.6
246.1095511,9,17,5,3,0,0,0,"CHON","AminoSugar",247.1168275,-0.285714285714286,0.222222222222222,1.89,0.56
246.1176644,9,18,5,2,0,0,0,"CHON","Protein",247.1249409,-0.333333333333333,-0.222222222222222,2,0.56
246.1217102,14,18,3,0,0,0,0,"CHO","Lignin",247.1289867,0.36,-0.857142857142857,1.29,0.21
246.1427921,11,22,5,0,0,0,0,"CHO","Protein",247.1500686,-0.176470588235294,-1.09090909090909,2,0.45
247.0248127,12,8,6,0,0,0,0,"CHO","ConHC",248.0320892,0.666666666666667,0.333333333333333,0.67,0.5
247.0459491,9,12,8,0,0,0,0,"CHO","Tannin",248.0532256,0,0.444444444444445,1.33,0.89
247.0611968,13,12,5,0,0,0,0,"CHO","Lignin",248.0684733,0.523809523809524,-0.153846153846154,0.92,0.38
247.0645722,10,16,5,0,1,0,0,"CHOS","Protein",248.0718486,-0.0769230769230769,-0.4,1.6,0.5
247.0823311,10,16,7,0,0,0,0,"CHO","Carb",248.0896076,-0.0769230769230769,-0.2,1.6,0.7
247.0876784,16,12,1,2,0,0,0,"CHON","ConHC",248.0949549,0.777777777777778,-0.25,0.75,0.06
247.0935766,9,16,6,2,0,0,0,"CHON","AminoSugar",248.100853,-0.25,0.222222222222222,1.78,0.67
247.0975925,14,16,4,0,0,0,0,"CHO","Lignin",248.104869,0.416666666666667,-0.571428571428571,1.14,0.29
247.1187091,11,20,6,0,0,0,0,"CHO","Protein",248.1259855,-0.125,-0.727272727272728,1.82,0.55
247.1339762,15,20,3,0,0,0,0,"CHO","Lignin",248.1412527,0.333333333333333,-0.933333333333334,1.33,0.2
247.1550974,12,24,5,0,0,0,0,"CHO","Protein",248.1623738,-0.157894736842105,-1.16666666666667,2,0.42
247.1703504,16,24,2,0,0,0,0,"CHO","Lipid",248.1776268,0.266666666666667,-1.25,1.5,0.12
248.0234478,8,11,6,1,1,0,0,"CHONS","Tannin",249.0307243,-0.166666666666667,0.75,1.38,0.75
248.0386936,12,11,3,1,1,0,0,"CHONS","Lignin",249.0459701,0.588235294117647,0,0.92,0.25
248.0928415,13,15,4,1,0,0,0,"CHON","Lignin",249.1001179,0.45,-0.307692307692307,1.15,0.31
248.096197,10,19,4,1,1,0,0,"CHONS","Protein",249.1034735,-0.25,-0.6,1.9,0.4
248.1009262,13,16,4,0,0,0,0,"CHO","Lignin",249.1082027,0.363636363636364,-0.615384615384615,1.23,0.31
248.1373331,14,20,3,0,0,0,0,"CHO","Lignin",249.1446095,0.28,-1,1.43,0.21
248.1737375,15,24,2,0,0,0,0,"CHO","Lipid",249.181014,0.214285714285714,-1.33333333333333,1.6,0.13
249.0040727,11,6,7,0,0,0,0,"CHO","ConHC",250.0113492,0.733333333333333,0.727272727272727,0.55,0.64
