num.trans.involved.in,sample,peak
60,Sample_data[, -1],362.0643114
58,Sample_data[, -1],362.1006805
55,Sample_data[, -1],362.1370668
7,Sample_data[, -1],362.1721487
9,Sample_data[, -1],362.1735202
73,Sample_data[, -1],363.0357596
19,Sample_data[, -1],363.0697088
118,Sample_data[, -1],363.0721181
12,Sample_data[, -1],363.1060825
109,Sample_data[, -1],363.1085052
137,Sample_data[, -1],363.1449195
97,Sample_data[, -1],363.181315
47,Sample_data[, -1],364.0799434
68,Sample_data[, -1],364.1163482
40,Sample_data[, -1],364.1527594
43,Sample_data[, -1],365.0150149
16,Sample_data[, -1],365.0489649
75,Sample_data[, -1],365.0513764
38,Sample_data[, -1],365.0666336
14,Sample_data[, -1],365.0853533
114,Sample_data[, -1],365.0877679
146,Sample_data[, -1],365.1241918
91,Sample_data[, -1],365.1605871
64,Sample_data[, -1],365.1969362
62,Sample_data[, -1],366.0955979
66,Sample_data[, -1],366.1194381
60,Sample_data[, -1],366.1320222
46,Sample_data[, -1],367.0306512
53,Sample_data[, -1],367.0459044
68,Sample_data[, -1],367.067023
55,Sample_data[, -1],367.0822876
113,Sample_data[, -1],367.1034247
54,Sample_data[, -1],367.1187011
86,Sample_data[, -1],367.1398528
96,Sample_data[, -1],367.17623
39,Sample_data[, -1],367.2125756
51,Sample_data[, -1],368.1112451
46,Sample_data[, -1],368.1350739
33,Sample_data[, -1],369.0252098
71,Sample_data[, -1],369.0463304
64,Sample_data[, -1],369.061573
99,Sample_data[, -1],369.0826858
63,Sample_data[, -1],369.097936
76,Sample_data[, -1],369.119061
55,Sample_data[, -1],369.134321
84,Sample_data[, -1],369.1554692
67,Sample_data[, -1],369.1707396
33,Sample_data[, -1],369.1918911
1,Sample_data[, -1],369.2758381
11,Sample_data[, -1],371.0255402
51,Sample_data[, -1],371.0408138
61,Sample_data[, -1],371.0619576
103,Sample_data[, -1],371.0772349
67,Sample_data[, -1],371.0983809
87,Sample_data[, -1],371.1136353
87,Sample_data[, -1],371.1347476
75,Sample_data[, -1],371.1499859
51,Sample_data[, -1],371.1711002
37,Sample_data[, -1],371.1863526
41,Sample_data[, -1],372.0486509
39,Sample_data[, -1],372.0850275
62,Sample_data[, -1],372.1214448
48,Sample_data[, -1],373.0201106
76,Sample_data[, -1],373.0565127
51,Sample_data[, -1],373.0776203
13,Sample_data[, -1],373.0904597
91,Sample_data[, -1],373.0928637
59,Sample_data[, -1],373.1139776
78,Sample_data[, -1],373.129233
54,Sample_data[, -1],373.1503641
85,Sample_data[, -1],373.1656316
62,Sample_data[, -1],373.2020531
44,Sample_data[, -1],374.0643086
24,Sample_data[, -1],374.1007352
62,Sample_data[, -1],374.1371041
16,Sample_data[, -1],374.1734447
79,Sample_data[, -1],375.0357677
19,Sample_data[, -1],375.0697079
102,Sample_data[, -1],375.0721166
5,Sample_data[, -1],375.0754798
22,Sample_data[, -1],375.0932285
5,Sample_data[, -1],375.1060771
77,Sample_data[, -1],375.1084942
48,Sample_data[, -1],375.1296281
112,Sample_data[, -1],375.1449052
60,Sample_data[, -1],375.1813308
49,Sample_data[, -1],375.2177025
38,Sample_data[, -1],376.0799901
70,Sample_data[, -1],376.1163705
51,Sample_data[, -1],376.1527281
38,Sample_data[, -1],377.0150384
4,Sample_data[, -1],377.0489987
73,Sample_data[, -1],377.0514022
15,Sample_data[, -1],377.0853547
91,Sample_data[, -1],377.087764
109,Sample_data[, -1],377.1241544
122,Sample_data[, -1],377.160571
56,Sample_data[, -1],377.1969757
54,Sample_data[, -1],378.095638
25,Sample_data[, -1],378.1194583
31,Sample_data[, -1],378.1320325
1,Sample_data[, -1],378.1670384
43,Sample_data[, -1],378.1683775
56,Sample_data[, -1],379.0306903
17,Sample_data[, -1],379.0459597
6,Sample_data[, -1],379.0646783
63,Sample_data[, -1],379.0670819
38,Sample_data[, -1],379.0823149
114,Sample_data[, -1],379.1034278
6,Sample_data[, -1],379.1146461
71,Sample_data[, -1],379.1397942
92,Sample_data[, -1],379.1761944
56,Sample_data[, -1],379.2126164
52,Sample_data[, -1],380.0748623
47,Sample_data[, -1],380.0986724
70,Sample_data[, -1],380.1112489
62,Sample_data[, -1],380.1350895
39,Sample_data[, -1],380.1476754
22,Sample_data[, -1],381.0251557
11,Sample_data[, -1],381.0438826
62,Sample_data[, -1],381.046293
48,Sample_data[, -1],381.0615642
112,Sample_data[, -1],381.0827243
39,Sample_data[, -1],381.0979922
54,Sample_data[, -1],381.1191285
107,Sample_data[, -1],381.1554788
38,Sample_data[, -1],381.1707198
50,Sample_data[, -1],381.191833
47,Sample_data[, -1],382.1143377
60,Sample_data[, -1],382.1268952
27,Sample_data[, -1],383.0256105
27,Sample_data[, -1],383.040865
82,Sample_data[, -1],383.0619725
60,Sample_data[, -1],383.0772131
92,Sample_data[, -1],383.0983281
49,Sample_data[, -1],383.1135794
84,Sample_data[, -1],383.1347138
47,Sample_data[, -1],383.1499771
84,Sample_data[, -1],383.1711271
62,Sample_data[, -1],383.1864018
32,Sample_data[, -1],383.2075446
41,Sample_data[, -1],385.0200877
38,Sample_data[, -1],385.0411998
48,Sample_data[, -1],385.0564571
57,Sample_data[, -1],385.0775875
72,Sample_data[, -1],385.0928508
6,Sample_data[, -1],385.0962268
79,Sample_data[, -1],385.1140064
107,Sample_data[, -1],385.1292804
46,Sample_data[, -1],385.1504272
34,Sample_data[, -1],385.1656854
52,Sample_data[, -1],385.1868004
66,Sample_data[, -1],385.2020409
59,Sample_data[, -1],386.1007045
10,Sample_data[, -1],386.1371344
1,Sample_data[, -1],387.0332959
40,Sample_data[, -1],387.0357207
35,Sample_data[, -1],387.0568491
82,Sample_data[, -1],387.0721213
55,Sample_data[, -1],387.0932676
13,Sample_data[, -1],387.1061397
112,Sample_data[, -1],387.1085457
50,Sample_data[, -1],387.1296859
83,Sample_data[, -1],387.1449425
58,Sample_data[, -1],387.1660589
85,Sample_data[, -1],387.1813009
38,Sample_data[, -1],387.2024082
39,Sample_data[, -1],387.2176608
58,Sample_data[, -1],388.0799555
41,Sample_data[, -1],388.11638
19,Sample_data[, -1],388.1527721
25,Sample_data[, -1],389.0149858
16,Sample_data[, -1],389.0489677
40,Sample_data[, -1],389.0513683
41,Sample_data[, -1],389.0725046
11,Sample_data[, -1],389.085373
96,Sample_data[, -1],389.0877881
48,Sample_data[, -1],389.1089401
50,Sample_data[, -1],389.1242135
68,Sample_data[, -1],389.1605933
76,Sample_data[, -1],389.1969384
27,Sample_data[, -1],389.2333006
32,Sample_data[, -1],390.0592088
61,Sample_data[, -1],390.0956013
11,Sample_data[, -1],390.1320392
7,Sample_data[, -1],390.1684353
7,Sample_data[, -1],391.0282567
58,Sample_data[, -1],391.0306558
25,Sample_data[, -1],391.0459044
7,Sample_data[, -1],391.0646057
59,Sample_data[, -1],391.0670207
1,Sample_data[, -1],391.101094
97,Sample_data[, -1],391.1034104
135,Sample_data[, -1],391.13984
41,Sample_data[, -1],391.1762591
62,Sample_data[, -1],391.2126242
48,Sample_data[, -1],392.0748615
20,Sample_data[, -1],392.1112291
30,Sample_data[, -1],392.1350443
62,Sample_data[, -1],392.1476378
3,Sample_data[, -1],393.0439549
30,Sample_data[, -1],393.0463595
19,Sample_data[, -1],393.0616141
7,Sample_data[, -1],393.0803293
105,Sample_data[, -1],393.0827192
39,Sample_data[, -1],393.0979548
111,Sample_data[, -1],393.1190698
76,Sample_data[, -1],393.1554445
69,Sample_data[, -1],393.1918534
36,Sample_data[, -1],393.2282771
56,Sample_data[, -1],394.1269272
35,Sample_data[, -1],394.1507124
31,Sample_data[, -1],394.1632719
29,Sample_data[, -1],395.025545
22,Sample_data[, -1],395.0408045
70,Sample_data[, -1],395.0619421
47,Sample_data[, -1],395.0772052
112,Sample_data[, -1],395.0983644
66,Sample_data[, -1],395.1136341
46,Sample_data[, -1],395.1347798
103,Sample_data[, -1],395.1711492
57,Sample_data[, -1],395.2074964
24,Sample_data[, -1],396.1299594
23,Sample_data[, -1],397.0201154
41,Sample_data[, -1],397.0412642
29,Sample_data[, -1],397.0565336
34,Sample_data[, -1],397.0776676
61,Sample_data[, -1],397.092906
97,Sample_data[, -1],397.1140166
66,Sample_data[, -1],397.1292522
71,Sample_data[, -1],397.150362
16,Sample_data[, -1],397.165605
35,Sample_data[, -1],397.1867406
25,Sample_data[, -1],397.2019986
41,Sample_data[, -1],397.2231534
19,Sample_data[, -1],399.035806
36,Sample_data[, -1],399.0569123
85,Sample_data[, -1],399.0721429
74,Sample_data[, -1],399.093251
72,Sample_data[, -1],399.1084956
42,Sample_data[, -1],399.1296163
2,Sample_data[, -1],399.1372572
40,Sample_data[, -1],399.1448746
67,Sample_data[, -1],399.1660147
59,Sample_data[, -1],399.1812845
53,Sample_data[, -1],399.2024451
24,Sample_data[, -1],399.2177217
23,Sample_data[, -1],400.1527688
68,Sample_data[, -1],401.0514186
53,Sample_data[, -1],401.0725146
17,Sample_data[, -1],401.0853551
90,Sample_data[, -1],401.0877665
36,Sample_data[, -1],401.1088815
6,Sample_data[, -1],401.1217279
62,Sample_data[, -1],401.1241438
58,Sample_data[, -1],401.1452784
93,Sample_data[, -1],401.1605543
51,Sample_data[, -1],401.1817049
58,Sample_data[, -1],401.1969761
16,Sample_data[, -1],401.2333799
12,Sample_data[, -1],402.1320484
35,Sample_data[, -1],402.1683903
26,Sample_data[, -1],403.0307067
6,Sample_data[, -1],403.0646642
89,Sample_data[, -1],403.0670615
45,Sample_data[, -1],403.0881559
16,Sample_data[, -1],403.1010091
89,Sample_data[, -1],403.1034135
29,Sample_data[, -1],403.1245308
82,Sample_data[, -1],403.1397965
44,Sample_data[, -1],403.1609341
96,Sample_data[, -1],403.1762118
32,Sample_data[, -1],403.2126384
41,Sample_data[, -1],404.0748655
12,Sample_data[, -1],404.1113035
9,Sample_data[, -1],404.1477042
34,Sample_data[, -1],404.1840625
38,Sample_data[, -1],405.046363
5,Sample_data[, -1],405.0803375
63,Sample_data[, -1],405.0827347
97,Sample_data[, -1],405.1190827
64,Sample_data[, -1],405.1554435
67,Sample_data[, -1],405.1918352
61,Sample_data[, -1],405.2282564
14,Sample_data[, -1],406.090495
29,Sample_data[, -1],406.1143086
55,Sample_data[, -1],406.1268937
78,Sample_data[, -1],406.1507334
38,Sample_data[, -1],406.1633257
4,Sample_data[, -1],407.0231584
24,Sample_data[, -1],407.0255464
22,Sample_data[, -1],407.0408129
9,Sample_data[, -1],407.0595465
78,Sample_data[, -1],407.0619597
46,Sample_data[, -1],407.0772291
59,Sample_data[, -1],407.0983892
53,Sample_data[, -1],407.1347944
88,Sample_data[, -1],407.1711519
64,Sample_data[, -1],407.2074921
8,Sample_data[, -1],407.2438554
64,Sample_data[, -1],408.1299952
49,Sample_data[, -1],408.1425477
6,Sample_data[, -1],408.1789031
36,Sample_data[, -1],409.041263
49,Sample_data[, -1],409.0564962
86,Sample_data[, -1],409.0776033
50,Sample_data[, -1],409.0928591
45,Sample_data[, -1],409.113965
26,Sample_data[, -1],409.1292215
87,Sample_data[, -1],409.1503591
103,Sample_data[, -1],409.1867863
26,Sample_data[, -1],409.223217
49,Sample_data[, -1],410.1092372
4,Sample_data[, -1],411.0204452
10,Sample_data[, -1],411.0357107
47,Sample_data[, -1],411.0568538
53,Sample_data[, -1],411.0721244
93,Sample_data[, -1],411.0932907
33,Sample_data[, -1],411.1085627
44,Sample_data[, -1],411.1297148
27,Sample_data[, -1],411.1449757
39,Sample_data[, -1],411.1660955
31,Sample_data[, -1],411.1813335
72,Sample_data[, -1],411.2024361
36,Sample_data[, -1],411.2176722
20,Sample_data[, -1],413.0361819
32,Sample_data[, -1],413.0514566
28,Sample_data[, -1],413.0725945
29,Sample_data[, -1],413.0878472
56,Sample_data[, -1],413.1089552
85,Sample_data[, -1],413.1241972
62,Sample_data[, -1],413.1452947
51,Sample_data[, -1],413.1605352
24,Sample_data[, -1],413.1816519
23,Sample_data[, -1],413.1969071
12,Sample_data[, -1],413.2180354
22,Sample_data[, -1],413.2333008
20,Sample_data[, -1],415.0307253
16,Sample_data[, -1],415.0518421
49,Sample_data[, -1],415.0670846
61,Sample_data[, -1],415.0881894
84,Sample_data[, -1],415.1034298
49,Sample_data[, -1],415.1245382
50,Sample_data[, -1],415.1397893
25,Sample_data[, -1],415.1609141
41,Sample_data[, -1],415.1761738
46,Sample_data[, -1],415.1973165
63,Sample_data[, -1],415.2125919
14,Sample_data[, -1],415.2490277
45,Sample_data[, -1],416.1112456
20,Sample_data[, -1],416.1476171
26,Sample_data[, -1],416.1840115
31,Sample_data[, -1],417.0463689
30,Sample_data[, -1],417.067463
6,Sample_data[, -1],417.0803126
102,Sample_data[, -1],417.0827143
45,Sample_data[, -1],417.1038091
10,Sample_data[, -1],417.1166682
76,Sample_data[, -1],417.1190629
15,Sample_data[, -1],417.1401765
49,Sample_data[, -1],417.1554389
72,Sample_data[, -1],417.1918471
39,Sample_data[, -1],417.2282817
60,Sample_data[, -1],418.1268948
21,Sample_data[, -1],418.163262
32,Sample_data[, -1],418.1996689
20,Sample_data[, -1],419.0256378
4,Sample_data[, -1],419.0596135
42,Sample_data[, -1],419.0620178
1,Sample_data[, -1],419.0960317
109,Sample_data[, -1],419.0983687
90,Sample_data[, -1],419.1347168
52,Sample_data[, -1],419.1710887
77,Sample_data[, -1],419.2074935
33,Sample_data[, -1],419.2439232
48,Sample_data[, -1],420.1425596
38,Sample_data[, -1],420.1663499
14,Sample_data[, -1],420.1789115
37,Sample_data[, -1],421.041261
1,Sample_data[, -1],421.0752913
42,Sample_data[, -1],421.0776781
49,Sample_data[, -1],421.1140575
124,Sample_data[, -1],421.1504059
81,Sample_data[, -1],421.1867517
45,Sample_data[, -1],421.2231342
47,Sample_data[, -1],422.1582039
15,Sample_data[, -1],423.0204564
17,Sample_data[, -1],423.0357159
46,Sample_data[, -1],423.05685
35,Sample_data[, -1],423.0721093
80,Sample_data[, -1],423.093264
67,Sample_data[, -1],423.1085371
48,Sample_data[, -1],423.1296956
54,Sample_data[, -1],423.1661041
36,Sample_data[, -1],423.2024753
40,Sample_data[, -1],423.2388157
52,Sample_data[, -1],424.1248899
22,Sample_data[, -1],425.0362068
27,Sample_data[, -1],425.0514502
52,Sample_data[, -1],425.0725598
65,Sample_data[, -1],425.0877969
78,Sample_data[, -1],425.1089031
49,Sample_data[, -1],425.1241452
70,Sample_data[, -1],425.1452713
31,Sample_data[, -1],425.1605225
70,Sample_data[, -1],425.1816675
52,Sample_data[, -1],425.2180933
25,Sample_data[, -1],427.0306334
38,Sample_data[, -1],427.0517641
66,Sample_data[, -1],427.0670382
70,Sample_data[, -1],427.0881892
58,Sample_data[, -1],427.1034681
34,Sample_data[, -1],427.1246186
32,Sample_data[, -1],427.1398875
38,Sample_data[, -1],427.1610216
36,Sample_data[, -1],427.1762726
28,Sample_data[, -1],427.1973854
49,Sample_data[, -1],427.2126242
23,Sample_data[, -1],429.0463889
19,Sample_data[, -1],429.0675124
32,Sample_data[, -1],429.0827667
44,Sample_data[, -1],429.1038676
3,Sample_data[, -1],429.1167244
89,Sample_data[, -1],429.1191092
60,Sample_data[, -1],429.1402124
83,Sample_data[, -1],429.1554608
48,Sample_data[, -1],429.1765725
39,Sample_data[, -1],429.1918265
21,Sample_data[, -1],429.2129544
36,Sample_data[, -1],429.2282195
16,Sample_data[, -1],431.0256239
64,Sample_data[, -1],431.061973
43,Sample_data[, -1],431.0830683
15,Sample_data[, -1],431.0959235
79,Sample_data[, -1],431.0983253
26,Sample_data[, -1],431.1194436
58,Sample_data[, -1],431.1347054
42,Sample_data[, -1],431.1558414
95,Sample_data[, -1],431.1711172
56,Sample_data[, -1],431.2075439
19,Sample_data[, -1],431.2439628
50,Sample_data[, -1],432.1789426
9,Sample_data[, -1],433.0388151
46,Sample_data[, -1],433.0412208
16,Sample_data[, -1],433.07518
54,Sample_data[, -1],433.0775874
90,Sample_data[, -1],433.1139829
125,Sample_data[, -1],433.1504004
49,Sample_data[, -1],433.1868245
30,Sample_data[, -1],433.2232223
18,Sample_data[, -1],433.2595944
63,Sample_data[, -1],434.1456439
57,Sample_data[, -1],434.1582009
8,Sample_data[, -1],434.1945569
24,Sample_data[, -1],435.020472
11,Sample_data[, -1],435.0568352
1,Sample_data[, -1],435.0720838
14,Sample_data[, -1],435.0908278
42,Sample_data[, -1],435.0932309
31,Sample_data[, -1],435.1084998
96,Sample_data[, -1],435.1296564
53,Sample_data[, -1],435.1660906
39,Sample_data[, -1],435.2024983
32,Sample_data[, -1],435.2388764
35,Sample_data[, -1],436.1375039
26,Sample_data[, -1],436.1738362
20,Sample_data[, -1],437.0361112
9,Sample_data[, -1],437.0513592
16,Sample_data[, -1],437.0724868
15,Sample_data[, -1],437.0877488
79,Sample_data[, -1],437.1088932
53,Sample_data[, -1],437.124169
99,Sample_data[, -1],437.145328
50,Sample_data[, -1],437.1817583
27,Sample_data[, -1],437.2181581
46,Sample_data[, -1],439.0517968
50,Sample_data[, -1],439.0670333
56,Sample_data[, -1],439.0881507
13,Sample_data[, -1],439.1033944
73,Sample_data[, -1],439.1245382
57,Sample_data[, -1],439.1397969
82,Sample_data[, -1],439.1609511
64,Sample_data[, -1],439.1762127
43,Sample_data[, -1],439.1973762
31,Sample_data[, -1],439.2337917
18,Sample_data[, -1],441.0463928
22,Sample_data[, -1],441.0675094
31,Sample_data[, -1],441.0827517
67,Sample_data[, -1],441.1038562
77,Sample_data[, -1],441.1190908
71,Sample_data[, -1],441.1402024
53,Sample_data[, -1],441.1554433
38,Sample_data[, -1],441.1765668
18,Sample_data[, -1],441.1918177
41,Sample_data[, -1],441.2129616
43,Sample_data[, -1],441.2282282
21,Sample_data[, -1],443.0255637
40,Sample_data[, -1],443.0619966
15,Sample_data[, -1],443.0831432
37,Sample_data[, -1],443.0984148
33,Sample_data[, -1],443.1195522
49,Sample_data[, -1],443.1348161
40,Sample_data[, -1],443.1559332
39,Sample_data[, -1],443.171181
31,Sample_data[, -1],443.192289
87,Sample_data[, -1],443.2075258
32,Sample_data[, -1],443.2438705
42,Sample_data[, -1],445.0412476
23,Sample_data[, -1],445.0623488
71,Sample_data[, -1],445.0775975
20,Sample_data[, -1],445.0987051
11,Sample_data[, -1],445.1115633
44,Sample_data[, -1],445.1139682
29,Sample_data[, -1],445.1350968
79,Sample_data[, -1],445.1503681
95,Sample_data[, -1],445.1867907
36,Sample_data[, -1],445.2232118
23,Sample_data[, -1],447.0205062
28,Sample_data[, -1],447.0569369
50,Sample_data[, -1],447.0933486
58,Sample_data[, -1],447.1297244
1,Sample_data[, -1],447.1343767
47,Sample_data[, -1],447.16609
99,Sample_data[, -1],447.202432
34,Sample_data[, -1],447.2387766
6,Sample_data[, -1],448.1738188
23,Sample_data[, -1],449.0362045
70,Sample_data[, -1],449.0725541
89,Sample_data[, -1],449.1089063
66,Sample_data[, -1],449.1452738
103,Sample_data[, -1],449.1816761
79,Sample_data[, -1],449.2180963
26,Sample_data[, -1],449.2545185
12,Sample_data[, -1],451.05175
14,Sample_data[, -1],451.067013
65,Sample_data[, -1],451.0881599
55,Sample_data[, -1],451.103428
85,Sample_data[, -1],451.1245925
59,Sample_data[, -1],451.1610199
36,Sample_data[, -1],451.1974232
37,Sample_data[, -1],451.2338006
1,Sample_data[, -1],451.3289406
18,Sample_data[, -1],453.0463386
26,Sample_data[, -1],453.0674907
20,Sample_data[, -1],453.082764
45,Sample_data[, -1],453.1039057
59,Sample_data[, -1],453.1402958
52,Sample_data[, -1],453.1766582
76,Sample_data[, -1],453.2130048
33,Sample_data[, -1],453.2493513
21,Sample_data[, -1],455.0620534
22,Sample_data[, -1],455.0831811
27,Sample_data[, -1],455.0984361
41,Sample_data[, -1],455.1195493
32,Sample_data[, -1],455.1347976
55,Sample_data[, -1],455.1559001
83,Sample_data[, -1],455.1711344
57,Sample_data[, -1],455.1922379
37,Sample_data[, -1],455.2074815
19,Sample_data[, -1],455.2286026
6,Sample_data[, -1],455.2438491
22,Sample_data[, -1],457.0412994
15,Sample_data[, -1],457.0624288
34,Sample_data[, -1],457.0776888
30,Sample_data[, -1],457.0988052
36,Sample_data[, -1],457.1140543
50,Sample_data[, -1],457.1351582
93,Sample_data[, -1],457.150407
59,Sample_data[, -1],457.1715102
72,Sample_data[, -1],457.1867623
41,Sample_data[, -1],457.2078804
51,Sample_data[, -1],457.2231382
32,Sample_data[, -1],457.2595304
23,Sample_data[, -1],459.056965
38,Sample_data[, -1],459.0933506
39,Sample_data[, -1],459.129708
43,Sample_data[, -1],459.150809
101,Sample_data[, -1],459.1660508
63,Sample_data[, -1],459.2024012
16,Sample_data[, -1],459.2387706
21,Sample_data[, -1],461.0361921
36,Sample_data[, -1],461.0726038
45,Sample_data[, -1],461.1090013
63,Sample_data[, -1],461.1453754
52,Sample_data[, -1],461.1817269
80,Sample_data[, -1],461.2180748
30,Sample_data[, -1],461.2544309
44,Sample_data[, -1],463.0517993
39,Sample_data[, -1],463.0882231
55,Sample_data[, -1],463.1246399
57,Sample_data[, -1],463.1610362
47,Sample_data[, -1],463.1974126
30,Sample_data[, -1],463.2337704
36,Sample_data[, -1],463.2701139
21,Sample_data[, -1],465.0310486
26,Sample_data[, -1],465.0462933
27,Sample_data[, -1],465.0674083
13,Sample_data[, -1],465.0826635
37,Sample_data[, -1],465.1037948
33,Sample_data[, -1],465.1190586
86,Sample_data[, -1],465.1402097
61,Sample_data[, -1],465.1766346
47,Sample_data[, -1],465.2130563
16,Sample_data[, -1],465.2494641
14,Sample_data[, -1],467.0467895
20,Sample_data[, -1],467.0620366
31,Sample_data[, -1],467.0831422
20,Sample_data[, -1],467.0983918
74,Sample_data[, -1],467.1194954
65,Sample_data[, -1],467.1347323
84,Sample_data[, -1],467.1558491
50,Sample_data[, -1],467.1710969
50,Sample_data[, -1],467.1922222
34,Sample_data[, -1],467.2074835
55,Sample_data[, -1],467.228625
24,Sample_data[, -1],469.0412352
32,Sample_data[, -1],469.0623855
28,Sample_data[, -1],469.0776657
27,Sample_data[, -1],469.0988094
32,Sample_data[, -1],469.1140791
39,Sample_data[, -1],469.1352156
24,Sample_data[, -1],469.1504809
32,Sample_data[, -1],469.1716038
28,Sample_data[, -1],469.186859
42,Sample_data[, -1],469.2079726
21,Sample_data[, -1],471.0569204
41,Sample_data[, -1],471.0780173
62,Sample_data[, -1],471.0932648
46,Sample_data[, -1],471.1143718
58,Sample_data[, -1],471.1296249
16,Sample_data[, -1],471.1507376
37,Sample_data[, -1],471.1660033
44,Sample_data[, -1],471.1871401
66,Sample_data[, -1],471.2024119
53,Sample_data[, -1],471.2388384
26,Sample_data[, -1],473.0361579
35,Sample_data[, -1],473.0725743
54,Sample_data[, -1],473.1089915
51,Sample_data[, -1],473.1453882
30,Sample_data[, -1],473.1665096
51,Sample_data[, -1],473.1817693
43,Sample_data[, -1],473.2181342
50,Sample_data[, -1],473.2544873
25,Sample_data[, -1],475.0518877
37,Sample_data[, -1],475.088246
74,Sample_data[, -1],475.1245912
86,Sample_data[, -1],475.1609411
40,Sample_data[, -1],475.1973041
36,Sample_data[, -1],475.2336946
31,Sample_data[, -1],475.2701047
19,Sample_data[, -1],477.0310565
38,Sample_data[, -1],477.0674169
54,Sample_data[, -1],477.1038023
87,Sample_data[, -1],477.1402095
82,Sample_data[, -1],477.1766282
53,Sample_data[, -1],477.2130471
27,Sample_data[, -1],477.2494577
28,Sample_data[, -1],479.0466993
26,Sample_data[, -1],479.0619687
64,Sample_data[, -1],479.0831119
19,Sample_data[, -1],479.0983916
38,Sample_data[, -1],479.1195288
59,Sample_data[, -1],479.1559401
62,Sample_data[, -1],479.1923312
41,Sample_data[, -1],479.2287112
24,Sample_data[, -1],479.2650779
23,Sample_data[, -1],481.0624294
17,Sample_data[, -1],481.077705
38,Sample_data[, -1],481.0988297
41,Sample_data[, -1],481.1352188
51,Sample_data[, -1],481.1715913
43,Sample_data[, -1],481.2079508
53,Sample_data[, -1],481.2442977
20,Sample_data[, -1],483.0569659
18,Sample_data[, -1],483.0781054
14,Sample_data[, -1],483.093366
38,Sample_data[, -1],483.1144793
39,Sample_data[, -1],483.1297313
39,Sample_data[, -1],483.1508492
32,Sample_data[, -1],483.1660957
58,Sample_data[, -1],483.1872019
68,Sample_data[, -1],483.2024438
53,Sample_data[, -1],483.2235508
45,Sample_data[, -1],483.2387932
10,Sample_data[, -1],485.0726357
16,Sample_data[, -1],485.0937539
27,Sample_data[, -1],485.1090116
34,Sample_data[, -1],485.1301215
51,Sample_data[, -1],485.1453841
41,Sample_data[, -1],485.1664745
42,Sample_data[, -1],485.1817252
47,Sample_data[, -1],485.2028237
59,Sample_data[, -1],485.218065
25,Sample_data[, -1],485.2544274
15,Sample_data[, -1],487.0518831
33,Sample_data[, -1],487.0882729
46,Sample_data[, -1],487.1246441
45,Sample_data[, -1],487.1610093
77,Sample_data[, -1],487.1973621
64,Sample_data[, -1],487.233712
42,Sample_data[, -1],487.2701011
26,Sample_data[, -1],489.0675298
39,Sample_data[, -1],489.103923
47,Sample_data[, -1],489.1403058
55,Sample_data[, -1],489.1766655
65,Sample_data[, -1],489.2130209
53,Sample_data[, -1],489.249365
15,Sample_data[, -1],489.2857298
37,Sample_data[, -1],491.0831625
58,Sample_data[, -1],491.1195619
40,Sample_data[, -1],491.1559594
42,Sample_data[, -1],491.1923396
55,Sample_data[, -1],491.2287021
26,Sample_data[, -1],491.2650574
26,Sample_data[, -1],493.062327
31,Sample_data[, -1],493.0775958
63,Sample_data[, -1],493.098737
43,Sample_data[, -1],493.1351678
68,Sample_data[, -1],493.171582
30,Sample_data[, -1],493.2079908
10,Sample_data[, -1],493.2443873
40,Sample_data[, -1],495.0780195
50,Sample_data[, -1],495.1143675
42,Sample_data[, -1],495.1296243
45,Sample_data[, -1],495.1507504
40,Sample_data[, -1],495.1660095
76,Sample_data[, -1],495.1871493
59,Sample_data[, -1],495.2235625
20,Sample_data[, -1],495.2599856
28,Sample_data[, -1],497.0937211
38,Sample_data[, -1],497.1301166
31,Sample_data[, -1],497.1453701
49,Sample_data[, -1],497.1664801
41,Sample_data[, -1],497.1817194
62,Sample_data[, -1],497.2028328
51,Sample_data[, -1],497.2180751
45,Sample_data[, -1],497.239197
27,Sample_data[, -1],499.0517756
25,Sample_data[, -1],499.1093454
36,Sample_data[, -1],499.124606
29,Sample_data[, -1],499.1457484
46,Sample_data[, -1],499.1610226
38,Sample_data[, -1],499.1821514
46,Sample_data[, -1],499.1974193
34,Sample_data[, -1],499.2338078
19,Sample_data[, -1],499.2701881
24,Sample_data[, -1],501.067516
38,Sample_data[, -1],501.1038716
68,Sample_data[, -1],501.1402234
79,Sample_data[, -1],501.1765904
72,Sample_data[, -1],501.2129685
49,Sample_data[, -1],501.2493685
33,Sample_data[, -1],501.2857613
31,Sample_data[, -1],503.0831318
43,Sample_data[, -1],503.1195427
55,Sample_data[, -1],503.1559452
39,Sample_data[, -1],503.1923403
42,Sample_data[, -1],503.2287224
31,Sample_data[, -1],503.2650964
25,Sample_data[, -1],505.0624286
36,Sample_data[, -1],505.098796
74,Sample_data[, -1],505.1715067
70,Sample_data[, -1],505.2078812
58,Sample_data[, -1],505.2442711
37,Sample_data[, -1],505.280674
38,Sample_data[, -1],507.0780049
56,Sample_data[, -1],507.114403
46,Sample_data[, -1],507.1508251
59,Sample_data[, -1],507.1872306
54,Sample_data[, -1],507.2236323
21,Sample_data[, -1],507.2600305
16,Sample_data[, -1],509.0937587
39,Sample_data[, -1],509.1301357
49,Sample_data[, -1],509.1665163
50,Sample_data[, -1],509.2028762
56,Sample_data[, -1],509.2392325
30,Sample_data[, -1],509.2755866
30,Sample_data[, -1],511.0882294
47,Sample_data[, -1],511.1093241
30,Sample_data[, -1],511.1246187
